"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"35226","Gm6176",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35227","Gm6177",1.78,2.14,4.01,1.31,1.34,2.11,0,0.68,1.7,-0.24,-1.13,0.37584,0.51218
"35228","Gm6180",28.51,19.28,101.64,28.86,29.54,40.05,19.68,21.63,36.2,-0.39,-0.68,0.16783,0.27564
"35229","Gm6181",1.78,1.07,1.34,0,0,0.7,0,0,0.6,-0.22,-2.22,0.32366,NA
"35230","Gm6182",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35231","Gm6184",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35232","Gm6185",0,1.07,2.67,0,0,0,0,0,0.5,-0.17,-2.82,0.36058,NA
"35233","Gm6187",0,0,0,0,0.67,0,0,0,0.1,-0.01,-0.17,0.9623,NA
"35234","Gm6189",0,1.07,0,0,0,0,0,0,0.1,-0.08,-1.61,0.64874,NA
"35235","Gm6190",0,0,0,0,0,1.41,0,2.7,0.5,0.13,2.05,0.49466,NA
"35236","Gm6192",3.56,4.29,2.67,7.87,3.36,2.81,3.58,4.06,4,-0.15,-0.43,0.59251,0.71321
"35237","Gm6195",0,0,1.34,0,0,0,0,1.35,0.3,-0.01,-0.19,0.95619,NA
"35238","Gm6197",0,0,2.67,1.31,0.67,0,0,0,0.6,-0.18,-2.18,0.39245,NA
"35239","Gm6198",0,0,1.34,1.31,0,0,0,0,0.3,-0.12,-2.38,0.49481,NA
"35240","Gm6200",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35241","Gm6201",0,0,0,0,0,1.41,0.89,0,0.3,0.06,1.2,0.73046,NA
"35242","Gm6203",0,0,0,0,0.67,0,1.79,0.68,0.4,0.11,1.64,0.5599,NA
"35243","Gm6204",144.33,60,69.54,61.66,20.81,47.08,35.79,34.47,59.2,-1,-1.27,0.00029,0.00111
"35244","Gm6205",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35245","Gm6206",183.54,136.06,151.12,129.87,117.49,112.43,119.88,86.51,129.6,-0.4,-0.45,0.01429,0.03514
"35246","Gm6207",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35247","Gm6209",0,3.21,6.69,2.62,5.37,3.51,3.58,2.03,3.4,0.05,0.17,0.8599,0.91195
"35248","Gm6210",30.29,16.07,25.41,24.93,16.11,27.41,21.47,35.82,24.7,0.05,0.08,0.83161,0.89229
"35249","Gm6211",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35250","Gm6212",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35251","Gm6213",0,1.07,0,0,0.67,0,0.89,0.68,0.4,0.04,0.44,0.85953,NA
"35252","Gm6214",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35253","Gm6215",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35254","Gm6216",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35255","Gm6217",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35256","Gm6218",10.69,0,4.01,5.25,3.36,3.51,3.58,4.73,4.4,-0.1,-0.32,0.71944,0.81156
"35257","Gm6221",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35258","Gm6222",16.04,3.21,12.04,7.87,4.03,3.51,2.68,2.7,6.5,-0.74,-1.55,0.02909,0.06473
"35259","Gm6225",12.47,19.28,13.37,27.55,6.04,11.24,8.95,4.73,13,-0.77,-1.25,0.01397,0.03448
"35260","Gm6226",3.56,1.07,0,3.94,2.01,0,0.89,3.38,1.9,-0.07,-0.4,0.7734,0.85188
"35261","Gm6227",1.78,0,2.67,0,0,0,0,0,0.6,-0.2,-3.03,0.30258,NA
"35262","Gm6228",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35263","Gm6230",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35264","Gm6235",0,1.07,0,0,0,0,0,0,0.1,-0.08,-1.61,0.64874,NA
"35265","Gm6236",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35266","Gm6238",0,1.07,0,0,0,0.7,0,0,0.2,-0.04,-0.89,0.80151,NA
"35267","Gm6240",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35268","Gm6244",0,0,0,0,1.34,0,0,0,0.2,0.02,0.52,0.8825,NA
"35269","Gm6245",0,1.07,0,0,0,0.7,0,0.68,0.3,-0.01,-0.17,0.95522,NA
"35270","Gm6248",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35271","Gm6249",3.56,1.07,2.67,1.31,2.01,2.11,1.79,0,1.8,-0.11,-0.51,0.68419,0.78507
"35272","Gm6252",40.98,11.78,9.36,6.56,10.74,4.92,8.95,8.11,12.7,-0.5,-1.03,0.09923,0.18048
"35273","Gm6254",1.78,4.29,1.34,1.31,24.84,9.14,3.58,4.06,6.3,0.87,2.21,0.0193,0.04567
"35274","Gm6257",1.78,0,0,0,0.67,0.7,0,0.68,0.5,0.03,0.35,0.88361,NA
"35275","Gm6260",5.35,0,2.67,2.62,0,0,1.79,0,1.6,-0.42,-2.77,0.12496,0.21717
"35276","Gm6261",0,1.07,0,0,0,0,0,0,0.1,-0.08,-1.61,0.64874,NA
"35277","Gm6263",1.78,0,1.34,3.94,2.01,1.41,0.89,0.68,1.5,-0.09,-0.46,0.73403,0.82267
"35278","Gm6264",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35279","Gm6266",5.35,16.07,9.36,15.74,5.37,4.22,2.68,2.7,7.7,-0.9,-1.65,0.01027,0.02632
"35280","Gm6268",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35281","Gm6270",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35282","Gm6272",0,0,1.34,1.31,0,0,0.89,0.68,0.5,-0.08,-0.91,0.70183,NA
"35283","Gm6275",1.78,3.21,0,6.56,0,0,0,2.7,1.8,-0.31,-2.07,0.22746,0.3491
"35284","Gm6276",0,0,0,0,0,0,0,0.68,0.1,-0.01,-0.17,0.9623,NA
"35285","Gm6277",167.5,178.92,193.92,141.68,128.23,133.51,116.31,143.29,150.4,-0.35,-0.39,0.01686,0.04061
"35286","Gm6278",3.56,0,4.01,7.87,0.67,2.81,2.68,1.35,2.9,-0.26,-1.04,0.34557,0.48132
"35287","Gm6283",1.78,0,1.34,1.31,0.67,2.81,0,3.38,1.4,0.12,0.72,0.63882,0.74981
"35288","Gm6284",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35289","Gm6285",5.35,2.14,0,2.62,0,2.81,1.79,0.68,1.9,-0.18,-0.91,0.49789,0.63045
"35290","Gm6286",0,0,0,3.94,0,2.11,0,1.35,0.9,-0.02,-0.19,0.93484,NA
"35291","Gm6288",5.35,1.07,1.34,7.87,2.69,3.51,7.16,6.76,4.5,0.13,0.39,0.65264,0.7607
"35292","Gm6290",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35293","Gm6291",0,2.14,0,0,0,0,0,0,0.3,-0.1,-2.21,0.53165,NA
"35294","Gm6292",0,0,0,0,1.34,0.7,0,0,0.3,0.05,1.05,0.76315,NA
"35295","Gm6293",5.35,5.36,2.67,2.62,1.34,7.03,3.58,0.68,3.6,-0.1,-0.35,0.7177,0.81018
"35296","Gm6296",0,0,0,0,0,1.41,0,0.68,0.3,0.05,1.07,0.75824,NA
"35297","Gm6298",0,0,0,0,0,0,3.58,0,0.4,0.09,1.82,0.59706,NA
"35298","Gm6300",3.56,3.21,2.67,0,0.67,0,0,0.68,1.3,-0.45,-2.7,0.10869,0.19438
"35299","Gm6303",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35300","Gm6305",5.35,1.07,0,0,0,2.11,0,1.35,1.2,-0.1,-0.79,0.67372,0.77668
"35301","Gm6308",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35302","Gm6309",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35303","Gm6311",7.13,1.07,2.67,2.62,2.69,0.7,0.89,0,2.2,-0.37,-1.59,0.20014,0.31657
"35304","Gm6312",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35305","Gm6313",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35306","Gm6316",17.82,7.5,13.37,11.81,11.41,14.05,19.68,16.9,14.1,0.19,0.32,0.48434,0.61768
"35307","Gm6317",1.78,1.07,0,0,0,0.7,2.68,0.68,0.9,0.07,0.58,0.76222,NA
"35308","Gm6321",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35309","Gm6322",3.56,1.07,1.34,1.31,5.37,3.51,1.79,3.38,2.7,0.28,1.04,0.31904,0.45268
"35310","Gm6325",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35311","Gm6327",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35312","Gm6329",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35313","Gm6330",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35314","Gm6331",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35315","Gm6332",0,0,0,1.31,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"35316","Gm6333",0,0,0,0,0.67,0,0,0,0.1,-0.01,-0.17,0.9623,NA
"35317","Gm6334",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35318","Gm6335",0,2.14,2.67,1.31,2.69,0.7,0.89,2.03,1.6,0,0,0.99858,0.99907
"35319","Gm6336",16.04,7.5,6.69,7.87,2.69,3.51,4.47,3.38,6.5,-0.7,-1.42,0.03278,0.07169
"35320","Gm6337",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35321","Gm6340",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35322","Gm6341",8.91,5.36,0,3.94,0,2.11,1.79,4.06,3.3,-0.29,-1.17,0.30532,0.43717
"35323","Gm6342",0,0,0,0,0,0.7,0,1.35,0.3,0.05,1.06,0.7619,NA
"35324","Gm6343",0,0,0,0,0.67,0,0,0,0.1,-0.01,-0.17,0.9623,NA
"35325","Gm6344",5.35,2.14,4.01,2.62,1.34,0,0,3.38,2.4,-0.35,-1.51,0.21988,0.34026
"35326","Gm6345",1.78,1.07,2.67,2.62,1.34,2.11,0,0.68,1.5,-0.19,-0.94,0.47616,0.61013
"35327","Gm6346",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35328","Gm6348",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35329","Gm6350",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35330","Gm6351",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35331","Gm6352",5.35,3.21,6.69,3.94,0.67,0.7,2.68,6.76,3.7,-0.24,-0.81,0.39862,0.53525
"35332","Gm6353",0,0,0,0,0,0,0,0.68,0.1,-0.01,-0.17,0.9623,NA
"35333","Gm6356",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35334","Gm6358",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35335","Gm6361",3.56,0,0,0,0,0.7,0,0.68,0.6,-0.08,-1.05,0.68667,NA
"35336","Gm6362",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35337","Gm6363",17.82,1.07,6.69,1.31,4.03,0,5.37,2.7,4.9,-0.3,-1.12,0.29858,0.42956
"35338","Gm6365",0,0,0,1.31,1.34,3.51,0.89,1.35,1.1,0.32,2.12,0.21767,0.33767
"35339","Gm6366",0,1.07,0,0,0,0,0.89,0.68,0.3,-0.01,-0.15,0.96076,NA
"35340","Gm6367",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35341","Gm6368",0,0,5.35,2.62,0.67,2.11,0,2.7,1.7,-0.08,-0.53,0.7299,0.81952
"35342","Gm6369",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35343","Gm6370",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35344","Gm6373",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35345","Gm6374",0,4.29,4.01,2.62,0.67,2.11,3.58,2.03,2.4,-0.12,-0.46,0.66834,0.77252
"35346","Gm6375",3.56,6.43,4.01,6.56,4.03,5.62,7.16,2.7,5,-0.05,-0.12,0.8727,0.9203
"35347","Gm6376",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35348","Gm6377",0,0,1.34,0,0,4.22,0,2.03,0.9,0.19,1.94,0.38964,NA
"35349","Gm6378",0,0,0,0,0,0,0,0.68,0.1,-0.01,-0.17,0.9623,NA
"35350","Gm6382",5.35,5.36,1.34,0,0.67,3.51,6.26,2.03,3.1,0.01,0.04,0.97309,0.98397
"35351","Gm6386",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35352","Gm6390",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35353","Gm6392",5.35,2.14,5.35,7.87,3.36,6.32,3.58,2.03,4.5,-0.15,-0.42,0.5977,0.71796
"35354","Gm6394",40.98,15,20.06,22.3,5.37,7.73,8.95,7.43,16,-1.25,-1.72,0.00032,0.0012
"35355","Gm6397",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35356","Gm6401",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35357","Gm6402",30.29,12.86,13.37,11.81,12.76,11.24,14.31,10.14,14.6,-0.27,-0.46,0.32173,0.45562
"35358","Gm6407",0,1.07,0,1.31,0,0,0.89,0,0.4,-0.11,-1.56,0.5803,NA
"35359","Gm6408",0,0,0,0,0.67,0,0,0.68,0.2,0.02,0.52,0.88175,NA
"35360","Gm6409",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35361","Gm6410",0,1.07,1.34,0,0,2.11,0,2.7,0.9,0.1,0.89,0.66515,NA
"35362","Gm6411",0,0,1.34,0,0.67,0,1.79,0,0.5,0.04,0.55,0.83972,NA
"35363","Gm6416",0,1.07,0,1.31,3.36,0,0,0.68,0.8,0.06,0.64,0.76623,NA
"35364","Gm6418",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35365","Gm6419",12.47,5.36,2.67,7.87,8.06,7.03,6.26,4.73,6.8,-0.03,-0.08,0.90545,0.94261
"35366","Gm6420",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35367","Gm6421",44.55,17.14,32.1,20.99,20.81,30.22,13.42,15.55,24.3,-0.31,-0.49,0.2467,0.37124
"35368","Gm6423",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35369","Gm6425",1.78,0,0,0,1.34,0,0,0,0.4,-0.01,-0.2,0.95248,NA
"35370","Gm6426",3.56,2.14,0,0,0,0,0.89,0.68,0.9,-0.21,-1.92,0.35168,NA
"35371","Gm6427",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35372","Gm6428",0,1.07,1.34,0,1.34,0.7,0.89,2.03,0.9,0.13,0.92,0.58661,NA
"35373","Gm6429",1.78,0,0,0,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"35374","Gm6430",0,0,0,1.31,0.67,0.7,0,2.7,0.7,0.13,1.33,0.53975,NA
"35375","Gm6433",1.78,0,5.35,3.94,0,2.11,0.89,2.03,2,-0.22,-1.12,0.40134,0.53815
"35376","Gm6434",1.78,0,0,0,0,0.7,0,0.68,0.4,-0.01,-0.17,0.95166,NA
"35377","Gm6436",8.91,2.14,9.36,5.25,0.67,0.7,2.68,4.73,4.3,-0.52,-1.52,0.099,0.18012
"35378","Gm6438",0,1.07,1.34,1.31,0,0,0.89,0,0.6,-0.21,-2.11,0.35279,NA
"35379","Gm6439",0,0,0,2.62,0,0,4.47,1.35,1.1,0.1,1.05,0.64184,0.75199
"35380","Gm6440",5.35,1.07,2.67,9.18,2.01,1.41,1.79,0.68,3,-0.48,-1.62,0.11603,0.20483
"35381","Gm6441",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35382","Gm6443",0,0,1.34,0,0,1.41,0.89,0,0.5,0.03,0.47,0.86348,NA
"35383","Gm6444",49.89,26.78,50.82,44.6,12.76,21.78,55.47,33.12,36.9,-0.3,-0.49,0.2574,0.38343
"35384","Gm6445",1.78,1.07,0,0,0.67,0.7,0.89,0,0.6,-0.03,-0.24,0.90824,NA
"35385","Gm6446",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35386","Gm6447",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35387","Gm6450",1.78,2.14,1.34,2.62,1.34,2.11,0.89,1.35,1.7,-0.11,-0.47,0.69114,0.79096
"35388","Gm6451",33.86,18.21,8.02,24.93,16.78,7.73,14.31,12.17,17,-0.42,-0.72,0.14207,0.24097
"35389","Gm6452",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35390","Gm6455",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35391","Gm6457",14.26,5.36,10.7,1.31,2.69,1.41,3.58,7.43,5.8,-0.37,-1.03,0.21497,0.33452
"35392","Gm6458",0,1.07,0,0,0.67,0.7,0,2.03,0.6,0.1,1.07,0.63593,NA
"35393","Gm6460",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35394","Gm6461",1.78,0,0,0,0,0,0.89,0,0.3,-0.04,-0.89,0.79826,NA
"35395","Gm6462",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35396","Gm6463",0,0,1.34,5.25,0.67,2.81,0.89,0,1.4,-0.09,-0.6,0.72051,0.81253
"35397","Gm6465",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35398","Gm6467",26.73,20.36,18.72,18.37,23.5,23.19,12.53,15.55,19.9,-0.1,-0.15,0.70386,0.80042
"35399","Gm6468",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35400","Gm6471",0,0,0,0,0,3.51,0,1.35,0.6,0.15,2.3,0.42307,NA
"35401","Gm6473",0,1.07,1.34,2.62,0.67,0,0,0,0.7,-0.28,-2.53,0.23358,NA
"35402","Gm6474",0,3.21,4.01,5.25,0.67,3.51,5.37,0.68,2.8,-0.09,-0.36,0.74739,0.83278
"35403","Gm6475",23.16,5.36,6.69,10.49,8.06,4.92,6.26,2.03,8.4,-0.48,-1.07,0.11872,0.20839
"35404","Gm6477",10.69,6.43,17.39,2.62,12.08,13.35,15.21,25.01,12.8,0.43,0.84,0.14196,0.24088
"35405","Gm6478",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35406","Gm6479",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35407","Gm648",8.91,0,2.67,0,1.34,0,1.79,0,1.8,-0.27,-1.87,0.28641,0.41625
"35408","Gm6480",0,1.07,0,5.25,0.67,0,0,0,0.9,-0.29,-2.85,0.21445,NA
"35409","Gm6482",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35410","Gm6483",55.24,37.5,45.47,40.67,35.58,44.97,31.31,22.98,39.2,-0.3,-0.39,0.19383,0.30829
"35411","Gm6485",14.26,1.07,4.01,6.56,7.39,4.22,8.05,2.03,5.9,-0.07,-0.2,0.8035,0.87307
"35412","Gm6486",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35413","Gm6489",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35414","Gm649",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35415","Gm6490",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35416","Gm6491",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35417","Gm6493",3.56,0,4.01,2.62,0.67,0.7,0.89,2.03,1.8,-0.25,-1.19,0.35106,0.48715
"35418","Gm6494",0,0,0,0,1.34,4.22,0.89,0,0.8,0.27,2.7,0.23673,NA
"35419","Gm6496",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35420","Gm6498",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35421","Gm650",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35422","Gm6500",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35423","Gm6501",1.78,5.36,1.34,5.25,2.69,4.92,1.79,7.43,3.8,0.08,0.27,0.76644,0.84722
"35424","Gm6502",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35425","Gm6503",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35426","Gm6505",1.78,3.21,2.67,7.87,2.69,2.11,1.79,0.68,2.9,-0.33,-1.12,0.26103,0.38769
"35427","Gm6506",0,1.07,1.34,0,2.01,2.11,2.68,0,1.2,0.19,1.35,0.4335,0.56998
"35428","Gm6507",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35429","Gm6509",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35430","Gm6510",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35431","Gm6517",5.35,4.29,1.34,1.31,0,4.92,0.89,2.7,2.6,-0.11,-0.5,0.67123,0.77453
"35432","Gm6518",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35433","Gm6520",7.13,1.07,5.35,7.87,2.01,1.41,0,2.03,3.4,-0.61,-1.9,0.06338,0.12513
"35434","Gm6522",0,0,0,0,0.67,0,0,0,0.1,-0.01,-0.17,0.9623,NA
"35435","Gm6524",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35436","Gm6525",0,2.14,0,0,2.69,0.7,0.89,0.68,0.9,0.12,0.98,0.6017,NA
"35437","Gm6526",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35438","Gm6532",1.78,4.29,0,0,0.67,0,0,0,0.8,-0.28,-2.8,0.22657,NA
"35439","Gm6533",1.78,5.36,0,2.62,1.34,0.7,2.68,1.35,2,-0.17,-0.75,0.5344,0.66258
"35440","Gm6536",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35441","Gm6539",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35442","Gm6540",1.78,1.07,2.67,2.62,0.67,0.7,0.89,2.03,1.6,-0.19,-0.9,0.47168,0.60597
"35443","Gm6541",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35444","Gm6542",16.04,7.5,8.02,6.56,10.74,11.95,4.47,8.79,9.3,-0.02,-0.03,0.95399,0.97303
"35445","Gm6543",19.6,3.21,5.35,10.49,6.71,6.32,4.47,7.43,8,-0.25,-0.57,0.39086,0.5272
"35446","Gm6545",10.69,16.07,9.36,3.94,12.08,12.65,11.63,12.84,11.2,0.15,0.28,0.58886,0.71029
"35447","Gm6546",0,0,1.34,0,0,0.7,0,0,0.3,-0.04,-0.89,0.80151,NA
"35448","Gm6548",81.97,101.78,94.95,102.32,91.98,87.84,79.62,95.3,92,-0.1,-0.11,0.55351,0.67932
"35449","Gm6550",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35450","Gm6551",0,1.07,1.34,0,1.34,0,0,0,0.5,-0.06,-0.87,0.7522,NA
"35451","Gm6552",26.73,11.78,12.04,9.18,7.39,7.73,6.26,12.17,11.7,-0.43,-0.79,0.13825,0.23566
"35452","Gm6553",0,0,0,0,1.34,0,0,0,0.2,0.02,0.52,0.8825,NA
"35453","Gm6554",1.78,0,0,0,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"35454","Gm6555",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35455","Gm6556",85.53,48.21,82.92,53.79,87.28,115.24,92.15,90.57,82,0.44,0.53,0.02789,0.06241
"35456","Gm6557",3.56,3.21,0,0,0,0,0,0,0.8,-0.32,-3.65,0.15258,NA
"35457","Gm6558",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35458","Gm6559",1.78,3.21,9.36,1.31,4.7,1.41,0.89,2.03,3.1,-0.21,-0.79,0.44317,0.57889
"35459","Gm6560",17.82,15,24.07,26.24,36.93,32.32,33.1,47.99,29.2,0.64,0.86,0.0116,0.02932
"35460","Gm6562",0,0,0,0,0,0,0.89,0,0.1,-0.01,-0.17,0.9623,NA
"35461","Gm6563",83.75,70.71,57.51,59.03,50.35,39.35,40.26,32.44,54.2,-0.61,-0.73,0.00385,0.01116
"35462","Gm6564",3.56,0,1.34,2.62,0,1.41,1.79,0.68,1.4,-0.16,-0.93,0.5302,0.65899
"35463","Gm6565",115.82,111.42,93.62,80.02,24.84,52.7,38.47,46.64,70.4,-1.14,-1.3,1.09242645014299e-06,6.86003515057248e-06
"35464","Gm6566",0,0,4.01,2.62,1.34,0.7,0,0,1.1,-0.2,-1.67,0.38489,0.52154
"35465","Gm6567",1.78,0,0,1.31,0,0,0.89,0.68,0.6,-0.08,-0.94,0.6895,NA
"35466","Gm6568",0,0,0,0,0,0,2.68,0,0.3,0.07,1.4,0.6865,NA
"35467","Gm6569",8.91,5.36,6.69,1.31,4.03,5.62,1.79,0.68,4.3,-0.27,-0.84,0.34739,0.48333
"35468","Gm6574",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35469","Gm6575",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35470","Gm6576",5.35,3.21,2.67,2.62,1.34,2.81,0,2.03,2.5,-0.3,-1.1,0.29907,0.43005
"35471","Gm6578",0,0,0,0,0,0,0,0.68,0.1,-0.01,-0.17,0.9623,NA
"35472","Gm6579",8.91,2.14,0,5.25,2.01,2.81,0,1.35,2.8,-0.31,-1.33,0.26347,0.39055
"35473","Gm6580",10.69,0,1.34,2.62,2.01,1.41,0,1.35,2.4,-0.32,-1.51,0.2528,0.3783
"35474","Gm6581",14.26,1.07,1.34,10.49,2.01,4.22,4.47,2.03,5,-0.34,-1.06,0.2495,0.37457
"35475","Gm6583",0,2.14,0,1.31,2.69,2.81,0,0.68,1.2,0.11,0.76,0.65267,0.7607
"35476","Gm6584",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35477","Gm6586",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35478","Gm6587",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35479","Gm6588",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35480","Gm6590",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35481","Gm6591",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35482","Gm6592",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35483","Gm6593",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35484","Gm6594",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35485","Gm6598",5.35,8.57,14.71,0,11.41,9.84,4.47,2.03,7,-0.02,-0.05,0.95499,0.97357
"35486","Gm6599",1.78,0,1.34,0,0,0.7,0.89,0,0.6,-0.08,-0.92,0.69235,NA
"35487","Gm6602",3.56,2.14,6.69,1.31,0.67,0,0,0,1.8,-1.02,-3.94,0.01185,0.02985
"35488","Gm6605",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35489","Gm6606",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35490","Gm6607",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35491","Gm6610",0,0,0,3.94,0,0,0,0,0.5,-0.14,-2.88,0.40917,NA
"35492","Gm6611",0,0,0,0,2.01,0,0,0,0.3,0.05,1.03,0.76749,NA
"35493","Gm6612",1.78,0,0,1.31,0,2.11,0,0.68,0.7,0,0,0.99944,NA
"35494","Gm6614",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35495","Gm6615",1.78,0,0,0,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"35496","Gm6616",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35497","Gm6618",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35498","Gm6619",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"35499","Gm6620",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
