"","gene","CTX-M-CRE1","CTX-M-CRE2","CTX-M-CRE3","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"45880","Pcdhgb2",114.9,75.05,75.13,70.51,57.42,61.31,55.96,72.9,-0.3,-0.53,0.05237,0.1763
"45881","Pcdhgb4",118.2,126.08,59.39,58.51,78.95,42.36,40.6,74.9,-0.42,-0.87,0.01324,0.07321
"45882","Pcdhgb5",100.02,69.04,45.8,34.5,26.02,40.13,46.08,51.7,-0.46,-0.97,0.00745,0.05041
"45883","Pcdhgb6",224.83,164.1,113.06,118.52,99.59,143.8,102.04,138,-0.3,-0.53,0.05166,0.17469
"45884","Pcdhgb7",132.26,103.06,56.53,45.01,58.32,99.21,70.22,80.7,-0.22,-0.51,0.15248,0.34768
"45885","Pcdhgb8",16.53,5,12.16,7.5,7.18,13.38,9.88,10.2,-0.05,-0.26,0.69031,0.82921
"45886","Pcdhgc3",3025.35,3536.17,2108.77,1758.25,1832.05,2148.11,1831.28,2320,-0.46,-0.61,0.00111,0.01434
"45887","Pcdhgc4",424.05,249.15,187.48,172.52,197.38,199.54,164.58,227.8,-0.38,-0.64,0.01648,0.0844
"45888","Pcdhgc5",1868.11,904.56,1582.83,976.64,959.99,1148.18,985.31,1203.7,-0.34,-0.51,0.02214,0.10096
"45889","Pced1a",334.77,326.2,405.73,433.56,370.54,414.68,421.34,386.7,0.16,0.2,0.2095,0.42078
"45890","Pced1b",61.17,66.04,73.7,78.01,71.77,74.69,53.76,68.5,0.03,0.05,0.85128,0.92642
"45891","Pced1c-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"45892","Pcf11",572.83,390.24,519.5,595.59,551.77,549.57,614.45,542,0.17,0.22,0.19324,0.40166
"45893","Pcgf1",126.47,57.03,166.01,190.53,201.87,154.95,141.54,148.3,0.28,0.56,0.07786,0.22701
"45894","Pcgf2",219.88,260.16,211.81,312.05,308.63,284.26,292.96,270,0.29,0.38,0.02201,0.10065
"45895","Pcgf3",1648.24,1558.96,1339.54,1449.21,1554.82,1484.83,1612.93,1521.2,0.01,0.01,0.93964,0.97202
"45896","Pcgf5",452.98,427.26,490.16,349.55,470.12,422.49,424.63,433.9,-0.1,-0.13,0.42096,0.63434
"45897","Pcgf6",77.7,60.04,193.2,235.53,239.55,217.37,208.47,176,0.54,1.02,0.00231,0.02302
"45898","Pcid2",708.4,728.45,674.78,648.09,703.39,742.42,652.85,694.1,-0.03,-0.03,0.79783,0.89606
"45899","Pcif1",1310.99,1584.97,1180.68,1161.17,1264.13,1343.26,1346.3,1313.1,-0.07,-0.09,0.56743,0.74369
"45900","Pck1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"45901","Pck2",295.92,369.23,284.08,351.05,355.29,329.96,276.5,323.1,0.04,0.05,0.76046,0.87291
"45902","Pclaf",54.56,22.01,14.31,28.5,30.5,52.39,49.38,36,0.13,0.41,0.38984,0.6074
"45903","Pclo",4264.42,3341.05,2953.86,4304.12,3864.17,4567.09,4171.67,3923.8,0.2,0.26,0.09607,0.25898
"45904","Pcm1",1787.93,1102.68,1371.03,1131.16,1391.53,1354.41,1315.58,1350.6,-0.09,-0.13,0.47975,0.68149
"45905","Pcmt1",2667.43,2669.64,3742.41,3456.5,3219.1,2935.11,2932.9,3089,0.04,0.05,0.75773,0.87092
"45906","Pcmtd1",1690.39,1615.99,1890.53,1476.21,1720.8,1725.62,1700.71,1688.6,-0.05,-0.06,0.62592,0.78791
"45907","Pcmtd2",1236.59,706.43,1640.08,1320.19,1445.36,1429.1,1369.34,1306.7,0.13,0.22,0.35468,0.57627
"45908","Pcna",692.69,499.31,697.68,1005.15,893.6,729.04,839.38,765.3,0.34,0.46,0.01124,0.06533
"45909","Pcna-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"45910","Pcna-ps2",6.61,6,2.86,7.5,7.18,4.46,14.26,7,0.11,0.71,0.35383,NA
"45911","Pcnp",1105.16,1056.65,1589.99,1581.23,1591.61,1451.39,1419.82,1399.4,0.2,0.27,0.1177,0.29488
"45912","Pcnt",711.7,912.56,457.96,493.57,606.5,691.14,667.12,648.6,-0.11,-0.17,0.45381,0.66045
"45913","Pcnx",3250.19,2056.26,1818.25,1911.28,2170.29,2281.87,2452.31,2277.2,-0.07,-0.11,0.60225,0.77097
"45914","Pcnx2",1567.23,1737.07,1899.11,1830.26,1717.21,1683.26,1956.36,1770.1,0.04,0.05,0.70743,0.83995
"45915","Pcnx3",887.77,771.47,641.15,555.08,730.31,703.4,694.55,712,-0.14,-0.19,0.269,0.49053
"45916","Pcnx4",746.42,525.32,819.32,667.6,669.3,696.71,587.02,673.1,-0.07,-0.09,0.61727,0.7826
"45917","Pcolce",138.04,132.08,65.83,75.01,59.21,127.08,125.08,103.2,-0.09,-0.21,0.54557,0.73018
"45918","Pcolce2",50.42,61.04,37.21,21,26.92,50.16,42.79,41.4,-0.19,-0.48,0.20881,0.41985
"45919","Pcp2",61.99,6,0,0,0.9,13.38,1.1,11.9,-0.06,-2.56,0.24162,0.46094
"45920","Pcp4",3012.95,3703.27,7003.25,7073.52,5320.3,4302.9,5887.74,5186.3,0.17,0.3,0.254,0.47454
"45921","Pcp4l1",1062.18,1625,2195.36,1044.15,953.71,1065.69,984.22,1275.8,-0.48,-0.69,0.00173,0.01898
"45922","Pcsk1",855.53,604.37,1248.66,1239.18,1210.3,1287.53,945.81,1055.9,0.24,0.37,0.10567,0.27588
"45923","Pcsk1n",7548.5,13182.09,7481.96,8435.72,7876.38,6892.44,8232.52,8521.4,-0.17,-0.26,0.21471,0.42823
"45924","Pcsk2",6978.15,5362.29,6745.65,5073.73,5028.72,5046.43,4360.39,5513.6,-0.31,-0.38,0.00766,0.05127
"45925","Pcsk2os1",60.34,71.04,101.61,114.02,109.46,136,85.58,96.9,0.29,0.51,0.06096,0.1949
"45926","Pcsk2os2",1.65,0,0,0,0,0,1.1,0.4,-0.01,-0.69,0.84716,NA
"45927","Pcsk4",27.28,52.03,57.25,54.01,37.68,46.82,48.28,46.2,0.01,0.03,0.93426,0.9698
"45928","Pcsk5",266.16,268.16,130.95,256.54,281.72,246.36,255.65,243.6,0.14,0.23,0.35109,0.5731
"45929","Pcsk6",529.85,668.41,192.49,175.53,209.04,250.82,244.68,324.4,-0.59,-1.07,0.00117,0.01484
"45930","Pcsk7",293.44,259.16,352.06,328.55,370.54,371.21,296.25,324.5,0.13,0.18,0.32326,0.54773
"45931","Pcsk9",38.02,27.02,85.87,34.5,41.27,36.79,37.31,43,-0.16,-0.43,0.29555,0.51903
"45932","Pctp",43.81,49.03,30.77,54.01,42.17,49.05,39.5,44,0.08,0.17,0.60786,0.77558
"45933","Pcx",1906.96,2696.65,1811.81,1780.76,1752.2,1811.45,1708.39,1924,-0.21,-0.28,0.0952,0.25766
"45934","Pcyox1",2874.08,2523.55,2756.36,2289.33,2091.34,2078.99,1815.92,2347.1,-0.33,-0.39,0.00343,0.0302
"45935","Pcyox1l",506.71,637.39,305.55,258.04,367.85,341.11,307.22,389.1,-0.38,-0.6,0.01539,0.08078
"45936","Pcyt1a",1376.29,1617.99,1147.05,1072.65,1124.17,1260.77,1262.91,1266,-0.17,-0.23,0.16098,0.35917
"45937","Pcyt1b",1375.46,1234.76,1357.43,1146.17,1221.97,1111.4,1246.45,1241.9,-0.14,-0.16,0.19681,0.40558
"45938","Pcyt2",1364.71,1588.97,1227.2,1105.66,1162.75,1053.43,1340.82,1263.4,-0.2,-0.26,0.09769,0.262
"45939","Pdap1",2073.94,2446.5,2447.95,2334.34,2205.28,1985.35,2049.63,2220.4,-0.1,-0.12,0.38668,0.60415
"45940","Pdc",0,0,0,0,0,0,0,0,0,NA,NA,NA
"45941","Pdcd1",0,0,1.43,1.5,2.69,1.11,0,1,0.03,1.4,0.5197,NA
"45942","Pdcd10",441.4,312.19,790.7,1363.7,1080.21,1008.84,1032.49,861.4,0.77,1.12,3e-05,0.00115
"45943","Pdcd11",571.18,407.25,256.17,301.54,321.19,338.88,386.23,368.9,-0.17,-0.29,0.25053,0.47039
"45944","Pdcd1lg2",0,0,0.72,1.5,1.79,0,1.1,0.7,0.04,1.87,0.4302,NA
"45945","Pdcd2",132.26,137.08,162.43,163.52,181.23,185.05,152.52,159.2,0.17,0.24,0.21124,0.42333
"45946","Pdcd2l",224.83,178.11,279.79,307.54,267.36,266.42,243.59,252.5,0.17,0.25,0.22233,0.43796
"45947","Pdcd4",1799.51,1577.97,1484.8,1545.22,1527.91,1725.62,1423.11,1583.4,-0.05,-0.06,0.66982,0.81621
"45948","Pdcd5",333.95,399.24,467.98,714.1,647.77,625.37,632,545.8,0.58,0.71,2e-05,0.00078
"45949","Pdcd5-ps",18.19,25.02,20.04,33,25.12,22.29,23.04,23.8,0.11,0.29,0.47232,0.67521
"45950","Pdcd6",918.35,883.54,1442.58,2076.3,1746.82,1657.62,1490.04,1459.3,0.5,0.69,0.00076,0.01117
"45951","Pdcd6ip",1358.1,1158.71,1243.65,930.13,1042.53,1040.05,1118.08,1127.3,-0.23,-0.28,0.04046,0.14946
"45952","Pdcd7",314.11,329.2,301.25,229.53,275.44,267.54,224.93,277.4,-0.25,-0.33,0.04568,0.16199
"45953","Pdcl",676.16,570.35,817.89,649.59,732.1,604.19,648.46,671.2,-0.05,-0.06,0.70383,0.83734
"45954","Pdcl2",0,0,0,1.5,0,0,1.1,0.4,0.02,1.96,0.58984,NA
"45955","Pdcl3",452.98,454.28,459.39,463.57,471.92,493.83,448.77,463.5,0.04,0.04,0.74801,0.86477
"45956","Pde10a",1038.21,435.27,1427.56,663.1,777.86,1207.26,781.23,904.4,-0.08,-0.17,0.5885,0.76033
"45957","Pde11a",87.62,75.05,50.81,43.51,42.17,41.25,54.86,56.5,-0.34,-0.64,0.03676,0.14078
"45958","Pde12",410.82,342.21,331.31,322.55,320.29,333.31,283.09,334.8,-0.15,-0.2,0.22487,0.44155
"45959","Pde1a",2815.4,2125.3,3964.95,4629.67,4541.55,3593.92,4091.57,3680.3,0.35,0.51,0.01466,0.07804
"45960","Pde1b",1681.3,1010.62,2750.64,1176.17,1110.71,1501.56,1142.22,1481.9,-0.32,-0.56,0.04066,0.14989
"45961","Pde1c",141.35,137.08,83.72,117.02,140.86,158.29,142.64,131.6,0.13,0.22,0.37681,0.59553
"45962","Pde2a",483.56,387.24,665.48,1060.65,902.57,958.68,1040.17,785.5,0.76,0.95,1.03270388945622e-06,0.00011
"45963","Pde3a",152.09,198.12,80.86,69.01,109.46,132.65,97.65,120,-0.23,-0.48,0.1361,0.32324
"45964","Pde3b",311.63,337.21,296.24,283.54,265.57,327.73,291.86,302,-0.08,-0.11,0.50677,0.70094
"45965","Pde4a",1845.8,2234.37,1946.34,2074.8,2095.82,1763.52,2160.45,2017.3,0.01,0.01,0.93798,0.97123
"45966","Pde4b",1894.56,1787.1,2491.6,1975.79,1945.99,2054.47,1707.29,1979.5,-0.08,-0.1,0.53256,0.72165
"45967","Pde4c",4.13,11.01,7.87,15,17.94,21.18,26.33,14.8,0.41,1.41,0.01079,0.06381
"45968","Pde4d",708.4,696.43,716.28,649.59,661.22,829.37,659.44,703,-0.01,-0.01,0.92296,0.96415
"45969","Pde4dip",4927.36,3106.91,3234.36,2815.91,3129.38,3350.91,3271.94,3405.3,-0.19,-0.26,0.16164,0.3597
"45970","Pde5a",195.08,271.17,265.48,153.02,164.18,147.15,163.49,194.2,-0.47,-0.63,0.00127,0.01569
"45971","Pde6a",0,1,0.72,7.5,3.59,0,12.07,3.6,0.16,3.36,0.02853,NA
"45972","Pde6b",0,1,5.01,0,0.9,1.11,2.19,1.5,-0.03,-0.92,0.59809,NA
"45973","Pde6c",4.13,7,12.16,22.5,3.59,11.15,7.68,9.7,0.08,0.48,0.51806,0.71046
"45974","Pde6d",803.45,942.58,754.92,984.14,933.07,810.42,850.35,868.4,0.08,0.1,0.49571,0.69309
"45975","Pde6g",0.83,0,0,0,1.79,1.11,2.19,0.8,0.05,2.12,0.34518,NA
"45976","Pde6h",2.48,2,3.58,4.5,6.28,3.34,9.88,4.6,0.14,1.15,0.2099,NA
"45977","Pde7a",527.37,360.22,472.99,552.08,523.06,527.27,596.89,508.6,0.21,0.28,0.10997,0.28241
"45978","Pde7b",428.18,461.28,714.85,328.55,409.12,527.27,425.73,470.7,-0.22,-0.34,0.13712,0.32481
"45979","Pde8a",252.11,344.21,310.56,166.52,142.65,150.49,188.72,222.2,-0.7,-0.9,5.2577088126201e-06,0.00034
"45980","Pde8b",1358.93,1458.9,1863.34,1216.68,1296.43,1459.2,1285.95,1419.9,-0.19,-0.25,0.11646,0.29313
"45981","Pde9a",227.31,240.15,310.56,286.54,269.16,244.13,274.31,264.6,0.03,0.05,0.79828,0.89633
"45982","Pdf",16.53,13.01,19.32,33,26.02,28.98,17.56,22.1,0.24,0.68,0.12081,0.30009
"45983","Pdgfa",1104.34,1533.94,788.55,813.12,800.29,776.97,821.83,948.4,-0.35,-0.51,0.01549,0.0812
"45984","Pdgfb",649.71,809.5,506.62,474.07,408.22,416.91,423.53,526.9,-0.45,-0.61,0.0012,0.01509
"45985","Pdgfc",165.32,139.09,221.83,162.02,163.29,178.36,148.13,168.3,-0.07,-0.11,0.61135,0.77848
"45986","Pdgfd",217.4,214.13,140.25,105.02,107.66,147.15,114.11,149.4,-0.45,-0.68,0.00444,0.03601
"45987","Pdgfra",2843.5,3435.11,1098.39,1248.18,1503.68,1764.63,1312.29,1886.5,-0.42,-0.75,0.01138,0.06582
"45988","Pdgfrb",704.26,1122.69,315.56,252.04,279.92,387.93,360.99,489.1,-0.66,-1.16,0.00045,0.00764
"45989","Pdgfrl",56.21,55.03,27.91,34.5,31.4,44.59,32.92,40.4,-0.15,-0.37,0.31818,0.54198
"45990","Pdha1",6078.81,6692.11,6549.58,6233.4,6649.03,6325.04,6008.43,6362.3,-0.03,-0.03,0.78596,0.88892
"45991","Pdha2",0,0,1.43,0,0.9,0,0,0.3,0,-0.51,0.89164,NA
"45992","Pdhb",2427.72,2585.59,2891.6,2739.4,2617.09,2394.46,2187.88,2549.1,-0.07,-0.09,0.54342,0.72873
"45993","Pdhx",1253.12,1059.65,1549.2,1533.22,1263.24,1261.89,1181.72,1300.3,0.02,0.02,0.89165,0.94774
"45994","Pdia2",0,0,0.72,0,4.49,2.23,5.49,1.8,0.11,3.37,0.06772,NA
"45995","Pdia3",5380.33,5644.46,4981.06,5811.84,4888.76,4841.32,3538.57,5012.3,-0.12,-0.16,0.35684,0.57801
"45996","Pdia4",1126.65,1277.78,757.07,798.12,661.22,749.11,622.13,856,-0.41,-0.57,0.0039,0.03285
"45997","Pdia5",23.14,45.03,43.65,30,41.27,37.9,26.33,35.3,-0.05,-0.13,0.73468,0.85601
"45998","Pdia6",2363.25,2265.39,1859.04,1942.78,1720.8,1853.81,1445.05,1921.4,-0.24,-0.31,0.04849,0.16827
"45999","Pdik1l",371.14,267.16,423.62,421.56,396.56,384.59,311.61,368,0.06,0.09,0.64426,0.80027
"46000","Pdilt",3.31,0,0,0,0.9,0,2.19,0.9,-0.01,-0.48,0.84225,NA
"46001","Pdk1",1110.95,1170.72,1509.13,1278.18,1241.7,1173.82,1136.73,1231.6,-0.05,-0.07,0.66655,0.81435
"46002","Pdk2",1919.36,2229.37,1548.49,1296.19,1279.38,1303.13,1367.15,1563.3,-0.43,-0.53,0.00058,0.0092
"46003","Pdk3",626.56,608.37,466.55,478.57,479.1,418.03,483.88,508.7,-0.22,-0.29,0.08404,0.23791
"46004","Pdk4",331.47,404.25,231.13,232.53,298.76,326.62,292.96,302.5,-0.1,-0.16,0.47586,0.67834
"46005","Pdlim1",93.41,135.08,147.41,100.51,138.17,83.61,111.92,115.7,-0.12,-0.2,0.43911,0.64826
"46006","Pdlim2",703.44,861.53,746.34,747.11,642.38,487.14,689.06,696.7,-0.19,-0.27,0.14131,0.33115
"46007","Pdlim3",30.58,20.01,30.77,30,15.25,23.41,7.68,22.5,-0.16,-0.54,0.27799,0.50095
"46008","Pdlim4",215.74,248.15,133.81,145.52,157.9,175.01,176.65,179,-0.17,-0.28,0.24843,0.46861
"46009","Pdlim5",931.58,1065.65,656.17,712.6,655.84,871.73,889.85,826.2,-0.12,-0.18,0.3821,0.59962
"46010","Pdlim7",269.47,295.18,511.63,355.55,384.89,295.41,422.43,362.1,0.01,0.02,0.9297,0.96743
"46011","Pdp1",1551.53,977.6,3305.92,3010.93,2270.77,2310.86,1864.19,2184.5,0.14,0.28,0.37705,0.59568
"46012","Pdp2",324.03,338.21,308.41,214.53,246.73,221.83,229.32,269,-0.4,-0.5,0.00168,0.0187
"46013","Pdpk1",3472.54,2517.54,3653.68,2874.42,3091.7,2959.64,3026.16,3085.1,-0.08,-0.11,0.50166,0.69761
"46014","Pdpn",280.22,317.19,222.54,279.04,214.43,226.29,227.13,252.4,-0.15,-0.21,0.28451,0.50751
"46015","Pdpr",658.8,496.3,598.93,466.57,625.34,554.03,544.23,563.5,-0.07,-0.09,0.58287,0.75629
"46016","Pdrg1",587.71,651.4,755.64,877.63,728.51,774.74,791.1,738.1,0.2,0.25,0.09803,0.26257
"46017","Pds5a",1033.25,648.4,880.86,829.62,862.19,840.51,894.24,855.6,0,0,0.9846,0.99292
"46018","Pds5b",2388.04,1400.86,1904.84,2023.79,2172.08,2053.35,1870.78,1973.4,0.07,0.1,0.60071,0.77006
"46019","Pdss1",50.42,29.02,93.02,106.52,125.61,130.42,107.53,91.8,0.53,1.02,0.00286,0.02675
"46020","Pdss2",237.23,295.18,242.58,235.53,217.12,209.57,243.59,240.1,-0.14,-0.19,0.28168,0.50458
"46021","Pdx1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46022","Pdxdc1",1836.7,1874.15,1514.14,1369.7,1461.51,1527.19,1594.28,1596.8,-0.18,-0.23,0.10521,0.27515
"46023","Pdxk",4394.2,5395.31,3824.7,4293.62,4549.62,5017.45,4647.87,4589,0.02,0.03,0.85234,0.92678
"46024","Pdxk-ps",1.65,1,0.72,3,0.9,1.11,1.1,1.4,0.02,0.39,0.7989,NA
"46025","Pdxp",1587.07,2431.49,1439,1564.73,1570.07,1426.87,1319.97,1619.9,-0.22,-0.31,0.11646,0.29313
"46026","Pdyn",498.44,425.26,654.03,373.55,406.42,481.57,264.43,443.4,-0.3,-0.46,0.04341,0.15668
"46027","Pdzd11",527.37,643.39,724.87,760.61,849.63,775.86,713.2,713.6,0.23,0.29,0.06679,0.20607
"46028","Pdzd2",1825.96,1275.78,1433.28,1668.24,1701.96,1889.49,1724.85,1645.7,0.16,0.21,0.18843,0.39576
"46029","Pdzd3",6.61,0,2.86,1.5,4.49,5.57,2.19,3.3,0.01,0.12,0.91514,NA
"46030","Pdzd4",3688.28,4539.79,4753.51,6002.37,5201.88,5490.1,5320.47,4999.5,0.29,0.35,0.01303,0.07235
"46031","Pdzd7",27.28,15.01,33.63,46.51,45.76,51.28,48.28,38.2,0.43,0.9,0.01183,0.06759
"46032","Pdzd8",1753.22,1337.82,1522.01,1315.69,1338.6,1402.34,1344.11,1430.5,-0.15,-0.19,0.17934,0.38326
"46033","Pdzd9",0.83,3,10.02,6,2.69,8.92,6.58,5.4,0.04,0.35,0.70956,NA
"46034","Pdzk1",6.61,3,5.72,1.5,8.97,5.57,7.68,5.6,0.03,0.24,0.77625,NA
"46035","Pdzk1ip1",2.48,0,1.43,6,5.38,11.15,7.68,4.9,0.26,2.48,0.01633,NA
"46036","Pdzph1",115.72,205.13,213.24,255.04,178.54,202.88,188.72,194.2,0.12,0.21,0.40479,0.62069
"46037","Pdzrn3",605.9,896.55,722.72,840.12,761.71,1026.68,764.77,802.6,0.14,0.19,0.29544,0.51899
"46038","Pdzrn4",140.52,118.07,108.05,159.02,159.7,114.82,148.13,135.5,0.16,0.25,0.2539,0.47445
"46039","Pea15a",11870.79,14662,12900.95,14579.11,13867.78,14982.11,14756.65,13945.6,0.12,0.15,0.24104,0.45999
"46040","Pea15b",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46041","Peak1",763.78,718.44,439.36,354.05,484.48,461.5,498.14,531.4,-0.34,-0.51,0.02089,0.09755
"46042","Peak1os",11.57,11.01,7.87,10.5,16.15,18.95,9.88,12.3,0.12,0.47,0.40349,0.61962
"46043","Pear1",76.87,153.09,81.57,81.01,72.67,81.38,96.56,91.9,-0.16,-0.32,0.28307,0.50583
"46044","Pebp1",3523.79,4648.85,4385.71,4640.17,4156.66,3956.21,3551.73,4123.3,-0.03,-0.04,0.80407,0.89906
"46045","Pebp4",0.83,0,3.58,4.5,2.69,4.46,2.19,2.6,0.08,1.15,0.36516,NA
"46046","Pecam1",499.27,1029.63,346.33,228.03,238.65,292.06,194.21,404,-0.93,-1.39,8.13299892653579e-06,0.00045
"46047","Pecr",61.99,76.05,72.99,61.51,65.49,73.57,74.61,69.5,-0.02,-0.03,0.91114,0.95879
"46048","Pef1",926.62,1118.69,1008.95,861.12,863.09,823.79,777.94,911.5,-0.24,-0.29,0.03191,0.12807
"46049","Peg10",348,211.13,327.01,273.04,269.16,415.8,340.14,312,0.08,0.13,0.56617,0.74273
"46050","Peg12",16.53,11.01,5.72,12,15.25,16.72,13.17,12.9,0.09,0.38,0.50241,0.69794
"46051","Peg13",4076.79,4004.46,4026.49,2542.87,2894.32,2557.22,2848.41,3278.6,-0.51,-0.57,1.29970679686535e-06,0.00013
"46052","Peg3",4071.83,3254,3083.38,3226.97,3780.74,3724.35,3284.01,3489.3,0.01,0.01,0.92298,0.96415
"46053","Peli1",1308.51,1109.68,930.24,853.62,985.11,945.3,1012.74,1020.7,-0.18,-0.23,0.1469,0.34003
"46054","Peli2",920.83,1101.68,659.75,729.11,763.5,840.51,844.87,837.2,-0.12,-0.17,0.3716,0.59061
"46055","Peli3",322.37,341.21,329.88,276.04,287.1,259.73,307.22,303.4,-0.18,-0.23,0.14152,0.33139
"46056","Pelo",110.76,82.05,73.7,58.51,58.32,70.23,53.76,72.5,-0.32,-0.56,0.03792,0.14358
"46057","Pelp1",686.08,565.35,513.06,501.07,577.79,550.68,629.81,574.8,-0.04,-0.06,0.73155,0.85385
"46058","Pemt",26.45,44.03,45.8,45.01,37.68,46.82,35.11,40.1,0.04,0.08,0.81111,0.90332
"46059","Penk",649.71,1241.76,1304.48,339.05,319.4,1199.46,272.11,760.9,-0.2,-1,0.12755,0.31024
"46060","Pepd",509.18,460.28,467.26,435.06,410.91,467.08,379.64,447.1,-0.14,-0.18,0.23138,0.44876
"46061","Per1",1821,2047.26,1648.67,1395.2,1212.1,1588.51,1662.3,1625,-0.26,-0.33,0.04077,0.15021
"46062","Per2",412.47,241.15,340.61,432.06,348.11,477.11,420.24,381.7,0.23,0.34,0.11165,0.28526
"46063","Per3",378.58,320.2,589.63,511.57,674.68,744.65,662.73,554.6,0.39,0.59,0.00913,0.05744
"46064","Perm1",19.01,29.02,24.33,24,35.89,42.36,36.21,30.1,0.22,0.54,0.15819,0.35533
"46065","Perp",90.93,146.09,112.34,168.02,122.91,137.11,195.31,139,0.25,0.42,0.09544,0.25798
"46066","Pes1",840.65,729.45,827.91,726.1,630.72,637.63,595.8,712.6,-0.25,-0.31,0.03263,0.12989
"46067","Pet100",507.53,718.44,741.33,1317.19,1024.58,986.55,1127.95,917.7,0.6,0.76,3e-05,0.00124
"46068","Pet117",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46069","Pex1",235.58,219.13,322.72,354.05,309.53,289.83,358.79,298.5,0.24,0.34,0.0864,0.24223
"46070","Pex10",276.08,229.14,294.81,303.04,308.63,247.47,231.52,270.1,0.02,0.03,0.87764,0.94008
"46071","Pex11a",233.93,196.12,230.41,298.54,235.06,259.73,230.42,240.6,0.15,0.21,0.24321,0.46275
"46072","Pex11b",401.73,486.3,488.02,375.05,461.15,385.7,403.78,428.8,-0.13,-0.17,0.28656,0.50978
"46073","Pex11g",23.14,18.01,22.9,21,27.81,21.18,23.04,22.4,0.05,0.13,0.75655,0.87023
"46074","Pex12",200.86,160.1,188.91,168.02,210.84,177.24,145.93,178.8,-0.04,-0.06,0.76497,0.87603
"46075","Pex13",568.7,683.42,932.38,1189.67,958.19,1027.79,799.88,880,0.31,0.45,0.02967,0.1225
"46076","Pex13-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46077","Pex14",803.45,827.51,725.58,550.58,705.19,627.6,674.8,702.1,-0.23,-0.29,0.04847,0.16824
"46078","Pex16",444.71,597.37,437.93,606.09,593.04,643.21,661.63,569.1,0.27,0.35,0.03619,0.1393
"46079","Pex19",2657.52,2799.72,2443.66,2499.36,2406.25,2345.41,2356.85,2501.3,-0.11,-0.13,0.26049,0.48157
"46080","Pex2",540.6,631.39,884.44,867.13,817.33,817.1,766.96,760.7,0.18,0.25,0.17662,0.37944
"46081","Pex26",338.08,300.18,339.18,346.55,295.17,300.98,309.42,318.5,-0.05,-0.06,0.69339,0.83123
"46082","Pex3",442.23,323.2,670.49,813.12,665.71,657.7,579.34,593.1,0.32,0.5,0.03492,0.13592
"46083","Pex5",1195.26,1173.72,925.23,895.63,932.17,931.92,885.46,991.3,-0.22,-0.27,0.06493,0.20231
"46084","Pex5l",2723.64,1853.14,2867.27,2518.86,2678.1,2165.94,2591.66,2485.5,0,0,0.98278,0.99197
"46085","Pex6",857.18,1078.66,757.07,742.61,770.68,846.09,825.12,839.6,-0.13,-0.17,0.29244,0.51579
"46086","Pex7",495.13,434.27,630.41,682.6,743.77,695.6,527.77,601.4,0.25,0.35,0.06542,0.20312
"46087","Pf4",27.28,31.02,31.48,51.01,44.86,46.82,29.63,37.4,0.24,0.52,0.12948,0.31364
"46088","Pfas",474.47,414.25,372.81,450.06,432.44,512.78,449.86,443.8,0.1,0.13,0.40047,0.61743
"46089","Pfdn1",1197.74,1613.99,1735.25,2713.89,2143.37,2140.3,2024.39,1938.4,0.44,0.57,0.00118,0.01492
"46090","Pfdn2",2068.15,2889.77,2245.45,2314.83,2171.19,2082.34,1968.43,2248.6,-0.13,-0.17,0.27673,0.49927
"46091","Pfdn4",357.92,439.27,589.63,963.14,935.76,850.55,913.99,721.5,0.81,0.98,1.17058737494744e-07,2e-05
"46092","Pfdn5",2474.01,3772.31,3997.87,6816.98,5911.55,5456.66,5604.65,4862,0.63,0.8,2e-05,0.00072
"46093","Pfdn6",914.22,1095.67,1149.2,1062.15,982.42,841.63,784.52,975.7,-0.15,-0.2,0.22641,0.44321
"46094","Pfkfb1",4.96,8,17.17,18,13.46,24.52,15.36,14.5,0.19,0.8,0.16656,0.36563
"46095","Pfkfb2",272.78,182.11,367.8,411.06,474.61,434.75,443.28,369.5,0.47,0.68,0.00254,0.02458
"46096","Pfkfb3",653.01,590.36,375.67,298.54,288.89,362.29,414.75,426.2,-0.45,-0.66,0.00344,0.03025
"46097","Pfkfb4",223.18,211.13,232.56,229.53,244.03,273.11,234.81,235.5,0.11,0.14,0.39451,0.61186
"46098","Pfkl",2263.23,1771.09,2009.31,1051.65,1189.67,1108.05,1371.54,1537.8,-0.65,-0.77,6.69475061500929e-07,8e-05
"46099","Pfkm",8046.94,9409.77,7655.13,5981.36,6125.98,6492.25,6152.17,7123.4,-0.37,-0.44,0.00056,0.00902
"46100","Pfkp",3637.04,3277.01,4523.81,4148.1,3987.09,3921.66,3776.67,3895.9,0.04,0.05,0.71401,0.84444
"46101","Pfn1",2788.94,3273.01,1885.52,1902.27,1919.08,1618.6,1768.74,2165.2,-0.41,-0.56,0.00372,0.03188
"46102","Pfn2",11644.3,10583.49,13983.6,15765.78,15037.71,13351.25,14030.29,13485.2,0.22,0.27,0.06058,0.19412
