"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","CTX-M-XDP1","CTX-M-XDP2","CTX-M-XDP3"
"51571","Tgfbr3l",11,16.04,25.73,17.26,0,2.11,2.47
"51572","Tgfbrap1",1088.9,1237.57,1260.86,1327.65,1494.81,1347.39,1358.86
"51573","Tgif1",15.71,35.84,28.07,19.56,30.3,38.6,18.96
"51574","Tgif1-ps",0,0,0,0,0,0,0
"51575","Tgif2",23.57,41.5,53.8,44.87,41.24,34.39,56.07
"51576","Tgif2-ps1",0,0,0,0,0,0,0
"51577","Tgif2-ps2",0,0,0,0,0,0,0
"51578","Tgif2lx1",0,0,0,0,0,0,0
"51579","Tgif2lx2",0,0,0,0,0,0,0
"51580","Tgm1",7.86,3.77,0,2.3,2.53,7.02,0
"51581","Tgm2",94.28,96.21,146.2,126.55,215.47,222.46,200.37
"51582","Tgm3",158.7,115.08,107.61,98.94,242.4,129.12,145.95
"51583","Tgm4",4.71,3.77,4.68,1.15,1.68,10.53,7.42
"51584","Tgm5",0,0.94,0,0,0,0,8.25
"51585","Tgm6",1.57,5.66,2.34,0,11.78,0.7,1.65
"51586","Tgm7",3.14,1.89,5.85,2.3,4.21,0,1.65
"51587","Tgoln1",2110.23,2278,2153.28,2213.52,3422.25,3609.18,3652.77
"51588","Tgs1",485.52,532,463.17,476.3,673.34,574.75,559.87
"51589","Tgtp1",7.86,0.94,1.17,4.6,1.68,0.7,4.95
"51590","Tgtp2",11,2.83,4.68,8.05,2.53,1.4,3.3
"51591","Th",31.43,34.9,30.41,31.06,35.35,57.54,120.38
"51592","Tha1",72.28,51.88,66.67,41.42,36.19,37.19,44.53
"51593","Thada",127.27,143.38,169.6,171.42,279.44,229.48,190.47
"51594","Thap1",241.98,228.27,223.4,245.05,208.74,209.13,243.24
"51595","Thap11",427.39,480.12,457.32,376.21,602.64,531.24,626.66
"51596","Thap12",3345.25,3083.55,2949.8,3037.26,2062.95,1969.16,2077.88
"51597","Thap2",278.12,395.23,376.62,493.55,394.75,358.6,441.96
"51598","Thap3",142.99,155.64,119.3,138.06,144.77,111.58,130.28
"51599","Thap4",279.69,256.57,281.88,233.55,356.87,301.06,340.54
"51600","Thap6",61.28,64.14,57.31,58.67,54.71,42.11,40.4
"51601","Thap7",340.97,328.26,336.85,272.66,387.17,319.3,380.12
"51602","Thap8",3.14,0.94,0,2.3,0,0,1.65
"51603","Thbd",315.83,232.99,381.3,640.82,170.02,486.32,318.28
"51604","Thbs1",111.56,66.97,113.45,249.65,67.33,174.04,168.21
"51605","Thbs2",230.98,142.43,171.93,202.48,257.55,232.28,207.79
"51606","Thbs3",230.98,237.7,217.55,246.2,74.91,96.14,79.98
"51607","Thbs4",122.56,189.6,170.77,254.26,99.32,233.69,155.02
"51608","Theg",9.43,2.83,2.34,0,0,0.7,1.65
"51609","Thegl",6.29,12.26,8.19,13.81,7.58,12.63,18.96
"51610","Them4",790.35,825.36,727.51,659.22,597.59,585.97,628.31
"51611","Them5",4.71,0,0,0,0,0,0
"51612","Them6",436.82,382.97,349.72,373.9,440.2,461.06,597.8
"51613","Them7",0,0.94,1.17,0,0,0,0
"51614","Themis",3.14,0.94,1.17,1.15,4.21,0,0.82
"51615","Themis2",15.71,15.09,16.37,28.76,31.14,20.35,25.56
"51616","Themis3",0,0,0,0,0,0,0
"51617","Thg1l",152.41,152.81,157.9,169.12,153.18,140.35,163.26
"51618","Thnsl1",721.22,563.13,571.95,547.63,558.87,526.32,520.29
"51619","Thnsl2",81.71,75.46,79.53,81.68,91.74,94.04,75.03
"51620","Thoc1",534.23,590.49,488.9,563.73,252.5,291.23,244.89
"51621","Thoc2",870.49,921.58,881.9,870.91,734.78,875.8,749.52
"51622","Thoc2l",491.81,494.27,518.14,587.89,109.42,227.37,183.05
"51623","Thoc3",452.53,529.17,429.25,450.99,783.6,689.84,720.66
"51624","Thoc5",501.24,467.86,469.02,463.64,597.59,600.71,621.71
"51625","Thoc6",153.99,88.67,79.53,73.63,65.65,64.56,92.35
"51626","Thoc7",2202.93,1908.24,1596.54,1742.97,917.43,809.84,934.22
"51627","Thop1",570.37,567.85,562.59,604,1087.44,973.35,1035.64
"51628","Thpo",58.14,64.14,57.31,73.63,9.26,11.23,13.19
"51629","Thra",26975.69,26893.58,25927.09,27445.75,27827.45,22922.49,25565.29
"51630","Thrap3",1139.18,1162.11,1201.21,1209.15,1978.78,1903.89,1845.35
"51631","Thrb",971.05,1010.24,1169.63,1088.35,1551.21,1538.27,1468.53
"51632","Thrsp",326.83,362.22,266.67,332.49,206.21,169.83,308.38
"51633","Thsd1",45.57,61.31,84.21,80.53,114.47,68.07,74.21
"51634","Thsd4",237.26,236.76,145.03,467.09,108.58,278.6,145.95
"51635","Thsd7a",430.53,489.56,604.7,449.84,1210.33,1004.23,980.39
"51636","Thsd7b",191.7,194.31,166.09,176.02,184.33,264.57,131.1
"51637","Thtpa",362.97,276.38,309.95,311.78,385.49,360.71,315.8
"51638","Thumpd1",474.53,616.9,522.82,539.57,1134.58,1070.9,1019.15
"51639","Thumpd2",87.99,81.12,76.03,81.68,58.92,70.18,77.51
"51640","Thumpd3",626.94,596.15,484.23,475.15,487.33,460.36,405.68
"51641","Thy1",12846.76,12441.73,11219.05,10845.54,20929.93,19222.08,19119.75
"51642","Thyn1",1115.61,937.61,873.71,868.61,659.87,654.05,696.75
"51643","Tia1",1461.29,1640.35,1421.1,1484.11,336.67,545.97,460.93
"51644","Tiaf2",0,0,0,0,0,0,0
"51645","Tial1",1827.4,1715.81,1699.47,1633.68,744.04,1031.6,921.85
"51646","Tiam1",1148.6,1390.38,1518.17,1152.78,3322.93,2924.26,2571.78
"51647","Tiam2",1843.11,1532.81,1596.54,1394.38,1763.31,1727.05,1665.6
"51648","Ticam1",84.85,94.33,108.78,132.3,108.58,108.07,125.33
"51649","Ticam2",12.57,16.98,14.04,13.81,16.83,18.25,9.07
"51650","Ticrr",4.71,5.66,8.19,5.75,0.84,9.12,5.77
"51651","Tie1",127.27,157.53,210.53,136.91,315.63,245.62,221.8
"51652","Tifa",216.84,236.76,221.06,173.72,120.36,134.04,133.58
"51653","Tifab",80.14,61.31,97.08,96.64,92.58,102.46,93.17
"51654","Tigar",523.24,472.58,392.99,460.19,653.14,632.29,605.22
"51655","Tigd2",265.55,271.66,246.79,180.62,304.69,312.29,301.79
"51656","Tigd3",64.42,63.2,66.67,47.17,63.97,60.35,73.39
"51657","Tigd4",0,0,0,1.15,0,1.4,0
"51658","Tigd5",58.14,116.02,111.11,67.88,166.65,144.56,170.68
"51659","Tigit",0,0,0,0,0,0,0
"51660","Timd2",0,0.94,1.17,0,0.84,0.7,0.82
"51661","Timd4",0,0,4.68,3.45,0,0.7,4.12
"51662","Timeless",61.28,77.35,60.82,77.08,80.8,91.23,89.05
"51663","Timm10",1041.76,923.46,810.55,715.6,443.56,538.96,488.96
"51664","Timm10b",472.95,401.83,402.35,467.09,187.69,211.93,228.4
"51665","Timm13",2030.09,1971.43,1763.8,1728.01,1652.21,1403.53,1570.78
"51666","Timm17a",2176.22,2208.2,1833.97,1868.37,1693.45,1775.47,1697.76
"51667","Timm17b",505.95,388.63,407.03,330.19,445.25,378.95,379.29
"51668","Timm21",320.54,331.09,328.66,291.07,154.03,165.62,157.49
"51669","Timm22",795.07,718.77,721.66,598.25,687.65,607.03,680.26
"51670","Timm23",587.66,435.79,443.29,407.27,404,348.78,338.89
"51671","Timm29",1195.74,1223.42,1081.9,1172.33,1290.29,1278.62,1367.93
"51672","Timm44",711.79,782.91,766.1,765.07,585.81,672.99,674.49
"51673","Timm50",575.09,515.03,527.5,506.21,642.2,588.08,639.03
"51674","Timm8a1",108.42,94.33,107.61,111.6,68.18,74.39,60.19
"51675","Timm8a2",0,0,0,0,0,0,0
"51676","Timm8b",5505.76,4937.08,4394.28,4965.45,2227.91,1868.8,2025.1
"51677","Timm9",964.76,800.84,755.58,800.73,408.21,569.83,504.63
"51678","Timmdc1",600.23,433.9,426.91,396.91,524.36,485.62,498.86
"51679","Timp1",7.86,13.21,9.36,14.96,1.68,9.82,4.12
"51680","Timp2",4046.04,4702.2,3918.25,4596.15,9162.47,8444.35,7153.83
"51681","Timp3",1909.1,1845.98,2238.66,2038.64,2421.5,2110.91,2035
"51682","Timp4",1648.27,1509.23,1736.89,1642.88,1048.73,922.12,1353.09
"51683","Tinag",0,0.94,0,0,0,0,0
"51684","Tinagl1",33,18.87,30.41,20.71,48.82,54.74,70.91
"51685","Tinf2",325.25,262.23,288.9,251.95,183.49,204.92,243.24
"51686","Tiparp",570.37,528.23,746.22,600.55,861.88,698.26,857.54
"51687","Tipin",342.54,372.59,349.72,421.07,254.19,238.6,267.16
"51688","Tiprl",1225.6,1284.73,1044.48,1005.52,1110.17,1087.04,1053.78
"51689","Tirap",44,45.28,52.63,46.02,37.88,42.11,42.88
"51690","Tjap1",251.4,293.36,279.54,369.3,164.97,178.95,130.28
"51691","Tjp1",2058.37,2163.86,2412.94,2315.91,2716.93,2657.59,2240.31
"51692","Tjp2",436.82,576.34,657.33,622.41,691.86,683.52,739.62
"51693","Tjp3",1.57,0.94,0,3.45,3.37,5.61,7.42
"51694","Tk1",12.57,23.58,11.7,19.56,7.58,2.81,4.12
"51695","Tk2",961.62,883.84,781.31,828.34,872.82,782.47,883.1
"51696","Tkfc",251.4,267.89,257.32,273.81,415.79,382.46,425.47
"51697","Tkt",2243.78,2147.83,2355.63,2167.5,3560.28,2889.87,3178.66
"51698","Tktl1",1.57,2.83,0,0,2.53,5.61,2.47
"51699","Tktl2",50.28,36.79,40.94,35.66,34.51,38.6,22.26
"51700","Tlcd1",850.06,760.28,739.2,693.74,911.53,652.64,849.29
"51701","Tlcd2",17.28,4.72,19.88,11.5,5.89,14.04,9.07
"51702","Tlcd4",1326.16,1551.68,1423.43,1468.01,1550.37,1751.61,1642.51
"51703","Tlcd5",229.41,335.8,325.16,332.49,265.13,270.18,226.75
"51704","Tldc2",0,0.94,3.51,2.3,4.21,0,3.3
"51705","Tle1",526.38,565.96,611.71,570.64,622.84,618.96,673.66
"51706","Tle2",185.41,151.87,201.18,173.72,71.54,72.28,75.03
"51707","Tle3",788.78,837.62,849.15,975.6,1795.29,1576.87,2019.33
"51708","Tle4",1610.56,1584.69,1414.08,1747.57,1620.22,1969.86,1715.07
"51709","Tle5",9294.11,9389.31,9545.31,9705.41,10153.97,7641.53,9047
"51710","Tle6",6.29,12.26,10.53,32.21,7.58,11.93,10.72
"51711","Tle7",0,0,0,0,0,0,0
"51712","Tlk1",2521.9,2547.77,2483.12,2504.59,3386.9,2877.24,2843.06
"51713","Tlk2",837.49,864.04,802.36,792.68,1095.02,978.26,981.22
"51714","Tll1",51.85,56.6,49.12,47.17,132.98,112.28,157.49
"51715","Tll2",7.86,8.49,14.04,20.71,7.58,4.91,11.54
"51716","Tln1",999.33,961.19,1090.09,1072.24,1033.58,1014.05,924.32
"51717","Tln2",3730.21,3510.85,3961.52,3560.72,5473.41,4044.28,4281.91
"51718","Tlnrd1",554.66,523.51,483.06,524.62,775.18,719.31,812.19
"51719","Tlr1",15.71,16.98,22.22,13.81,14.31,14.74,9.07
"51720","Tlr11",0,0,0,0,0,0,0
"51721","Tlr12",12.57,11.32,21.05,14.96,24.41,20.35,23.09
"51722","Tlr13",17.28,29.24,43.28,44.87,85.01,67.37,71.74
"51723","Tlr2",17.28,26.41,26.9,10.35,31.98,44.21,21.44
"51724","Tlr3",251.4,268.83,263.17,268.06,261.76,267.37,222.63
"51725","Tlr4",33,36.79,63.16,35.66,40.4,41.4,39.58
"51726","Tlr5",9.43,7.55,9.36,17.26,10.1,6.32,10.72
"51727","Tlr6",23.57,13.21,15.21,16.11,15.15,29.47,18.96
"51728","Tlr7",44,59.43,97.08,64.43,134.67,130.53,111.31
"51729","Tlr8",0,1.89,2.34,0,4.21,3.51,7.42
"51730","Tlr9",9.43,12.26,12.87,11.5,26.09,21.05,31.33
"51731","Tlx1",0,0,0,0,0,0,0
"51732","Tlx1os",0,0,0,0,0,0,0
"51733","Tlx2",0,0,0,0,0,0,0
"51734","Tlx3",0,0,0,0,2.53,2.11,0.82
"51735","Tm2d1",1319.87,1210.22,1119.33,1263.22,499.11,499.66,580.49
"51736","Tm2d2",1662.41,1555.45,1426.94,1202.25,1464.51,1281.42,1303.62
"51737","Tm2d3",454.1,423.53,437.44,362.4,538.67,443.52,517.82
"51738","Tm4sf1",322.11,266.95,304.1,149.56,211.26,498.25,340.54
"51739","Tm4sf19",0,0,0,0,0,2.11,0
"51740","Tm4sf20",0,0,0,0,0,0,0
"51741","Tm4sf4",0,0,0,0,0,0.7,0.82
"51742","Tm4sf5",9.43,6.6,12.87,16.11,10.94,9.82,3.3
"51743","Tm6sf1",466.67,390.51,400.01,350.9,257.55,324.92,332.3
"51744","Tm6sf2",4.71,5.66,10.53,16.11,0.84,5.61,0.82
"51745","Tm7sf2",727.5,641.42,635.11,637.36,512.58,490.53,413.1
"51746","Tm7sf3",730.64,834.79,884.24,891.62,760.87,757.91,804.76
"51747","Tm9sf1",350.39,420.7,396.5,387.71,563.08,528.43,514.52
"51748","Tm9sf2",2848.73,2560.04,2466.74,2085.81,3653.71,3395.85,3256.99
"51749","Tm9sf3",4547.28,4752.2,4848.1,4106.05,5107.28,5408.51,5100.69
"51750","Tm9sf4",1162.75,1336.61,1477.24,1252.87,2950.91,2384.6,2556.12
"51751","Tma16",188.55,245.25,170.77,159.92,242.4,221.06,197.07
"51752","Tma7",3505.52,3048.65,2655.05,2864.69,1302.07,1233,1362.99
"51753","Tma7-ps",6.29,10.38,8.19,4.6,0.84,2.11,4.12
"51754","Tmbim1",713.36,697.08,681.89,736.3,607.69,568.43,497.21
"51755","Tmbim4",579.8,535.78,566.1,464.79,616.95,573.34,587.91
"51756","Tmbim6",5532.47,5991.65,6677.39,6135.49,9007.6,8416.28,8466.52
"51757","Tmbim7",0,0,1.17,1.15,0,0,0
"51758","Tmc1",6.29,0,0,0,0,0.7,0.82
"51759","Tmc2",0,0,0,0,0.84,0,0
"51760","Tmc3",4.71,2.83,0,2.3,0.84,4.91,7.42
"51761","Tmc4",26.71,33.01,35.09,50.62,6.73,9.12,1.65
"51762","Tmc4-ps",0,0,0,0,0,0,0
"51763","Tmc5",1.57,3.77,5.85,5.75,0,5.61,6.6
"51764","Tmc6",17.28,26.41,33.92,54.07,37.03,42.81,32.16
"51765","Tmc7",411.67,461.26,522.82,478.6,391.38,392.99,392.49
"51766","Tmc8",9.43,4.72,7.02,14.96,7.58,6.32,3.3
"51767","Tmcc1",854.77,1128.15,1136.88,1301.19,1613.49,1579.68,1531.2
"51768","Tmcc2",5813.73,6289.73,6360.42,6577.27,4715.06,3381.81,3803.67
"51769","Tmcc3",461.96,572.57,563.76,742.06,515.11,535.45,565.64
"51770","Tmcc3os",0,0,0,0,0,0,0
"51771","Tmco1",1329.3,1274.36,1132.2,1036.58,840.83,810.54,887.22
"51772","Tmco2",3.14,2.83,0,0,0.84,0,0
"51773","Tmco3",617.51,669.72,698.27,702.94,857.67,862.47,925.97
"51774","Tmco4",44,36.79,44.45,40.27,36.19,39.3,42.88
"51775","Tmco5",47.14,51.88,31.58,40.27,50.5,37.19,40.4
"51776","Tmco5b",0,4.72,0,2.3,0,4.21,0
"51777","Tmco6",204.27,166.96,168.43,130,139.72,145.97,153.37
"51778","Tmdd1",0,1.89,0,0,0,0,0
"51779","Tmed1",342.54,329.2,298.25,256.56,212.94,184.56,216.86
"51780","Tmed10",1751.97,1866.73,1942.75,1821.2,3019.93,3001.45,3063.22
"51781","Tmed10-ps",40.85,44.33,42.11,52.92,61.44,40.7,67.61
"51782","Tmed11",0,0,0,0,0,0,0
"51783","Tmed2",579.8,633.88,642.12,553.38,402.32,456.85,496.38
"51784","Tmed3",622.23,615.96,625.75,453.29,590.86,664.57,608.52
"51785","Tmed4",1060.61,1097.97,1036.29,876.66,1296.18,1304.58,1434.72
"51786","Tmed5",939.62,945.16,920.5,905.42,645.56,711.59,758.59
"51787","Tmed6",6.29,0,0,0,0,0,1.65
"51788","Tmed7",2694.74,2751.52,2773.18,2358.48,2781.74,3086.37,2918.92
"51789","Tmed8",1187.89,1353.59,1313.49,1335.7,1558.78,1586.69,1485.02
"51790","Tmed9",1764.54,1647.89,1714.67,1375.97,2447.59,2508.11,2534.68
"51791","Tmeff1",2074.09,2329.88,1833.97,2031.74,1642.11,1767.75,1696.11
"51792","Tmeff2",1095.18,1309.26,1003.54,1298.89,902.28,1262.48,1212.92
"51793","Tmem100",743.21,581.05,676.04,589.04,459.55,501.76,478.24
"51794","Tmem101",480.81,455.6,447.97,381.96,413.26,516.5,521.94
"51795","Tmem102",1.57,0.94,0,3.45,0,2.11,9.07
"51796","Tmem104",164.98,197.14,207.02,223.19,449.45,407.73,441.96
"51797","Tmem106a",12.57,11.32,17.54,19.56,16.83,34.39,11.54
"51798","Tmem106b",3728.64,3838.17,3635.2,3297.26,3510.63,4124.98,3733.58
"51799","Tmem106c",278.12,263.17,307.61,315.23,343.4,335.44,341.37
"51800","Tmem107",119.42,143.38,150.88,140.36,108.58,112.98,114.61
"51801","Tmem108",315.83,352.78,405.86,361.25,595.06,552.29,517
"51802","Tmem109",516.95,491.44,450.31,491.25,893.86,908.09,1003.48
"51803","Tmem11",700.79,575.39,458.49,502.76,530.26,482.11,484.84
"51804","Tmem114",56.57,61.31,79.53,43.72,76.59,89.83,84.1
"51805","Tmem115",351.97,397.12,410.54,378.51,827.37,742.47,783.33
"51806","Tmem116",36.14,30.18,14.04,20.71,43.77,55.44,56.89
"51807","Tmem117",202.69,242.42,222.23,164.52,197.79,234.39,224.28
"51808","Tmem119",381.82,389.57,453.81,408.42,784.44,565.62,713.24
"51809","Tmem120a",284.4,244.31,245.62,195.58,208.74,205.62,184.7
"51810","Tmem120b",114.7,108.48,93.57,128.85,91.74,118.6,131.93
"51811","Tmem121",339.4,332.03,308.78,260.01,382.96,366.32,366.1
"51812","Tmem121b",1418.86,1585.64,1422.26,1686.6,2785.1,2532.67,2710.31
"51813","Tmem123",454.1,426.36,401.18,425.68,243.24,374.74,287.77
"51814","Tmem125",265.55,253.74,184.8,264.61,37.88,84.21,61.84
"51815","Tmem126a",1250.74,976.28,967.28,1027.37,528.57,543.17,569.77
"51816","Tmem126b",779.35,748.96,669.03,679.93,527.73,572.64,587.91
"51817","Tmem127",2883.29,2870.37,3032.84,2824.42,4436.47,4411.3,4428.68
"51818","Tmem128",1233.45,991.38,984.82,937.64,522.68,574.75,627.49
"51819","Tmem129",540.52,517.86,550.89,528.07,590.86,619.66,588.73
"51820","Tmem130",1604.27,1936.53,1912.34,1588.81,4822.8,4078.66,4101.33
"51821","Tmem131",765.21,917.8,1000.03,976.75,1812.97,1598.62,1661.48
"51822","Tmem131l",204.27,207.52,286.56,223.19,276.91,275.79,251.49
"51823","Tmem132a",4804.97,5134.22,4310.07,4889.52,11278.44,9027.52,11478.61
"51824","Tmem132b",2490.47,2738.31,2734.58,2834.77,5734.33,4667.45,4424.56
"51825","Tmem132c",97.42,120.74,74.86,82.83,198.64,164.92,200.37
"51826","Tmem132cos",0,0,0,0,0,0,0
"51827","Tmem132d",774.64,628.22,665.52,612.05,1316.38,1115.11,1155.2
"51828","Tmem132e",120.99,128.28,112.28,110.45,239.88,178.95,208.61
"51829","Tmem134",785.64,741.41,671.37,851.35,479.75,418.25,490.61
"51830","Tmem135",1508.43,1529.98,1442.15,1196.49,2041.9,1927.75,1783.51
"51831","Tmem138",183.84,166.96,142.69,153.01,193.59,183.16,136.05
"51832","Tmem139",0,0,0,0,0,0,0
"51833","Tmem140",11,16.98,28.07,13.81,35.35,38.6,23.09
"51834","Tmem141",1132.89,920.63,814.06,958.35,326.57,359.3,341.37
"51835","Tmem143",471.38,377.31,334.51,338.24,387.17,384.57,393.31
"51836","Tmem144",164.98,166.96,169.6,173.72,162.44,138.25,122.86
"51837","Tmem145",449.39,437.68,442.12,464.79,847.57,552.99,619.24
"51838","Tmem147",2391.48,1894.09,1950.94,1898.29,1277.66,1054.75,1238.48
"51839","Tmem147os",348.82,361.27,305.27,349.74,468.81,383.87,382.59
"51840","Tmem14a",491.81,471.64,449.14,456.74,471.34,487.03,490.61
"51841","Tmem14c",1810.11,1573.37,1456.18,1305.79,998.23,927.73,986.99
"51842","Tmem150a",119.42,112.25,91.23,133.46,38.72,78.6,55.25
"51843","Tmem150b",7.86,14.15,4.68,14.96,5.89,18.25,6.6
"51844","Tmem150c",700.79,897.99,810.55,736.3,1127,1134.05,1006.78
"51845","Tmem150cos",0,2.83,0,1.15,0,0.7,0
"51846","Tmem151a",2575.32,3053.37,2695.99,3159.21,6471.64,5066.75,5573.98
"51847","Tmem151b",9521.94,8967.67,9269.28,9524.79,6429.55,4972.71,6283.1
"51848","Tmem154",6.29,11.32,11.7,16.11,11.78,11.93,8.25
"51849","Tmem156",14.14,8.49,5.85,16.11,6.73,4.21,2.47
"51850","Tmem158",507.52,570.68,605.87,516.56,1037.79,821.77,982.04
"51851","Tmem159",435.24,387.68,315.8,353.2,180.96,243.51,249.02
"51852","Tmem160",845.35,659.35,671.37,606.3,724.68,531.24,623.36
"51853","Tmem161a",432.1,373.54,388.32,356.65,359.4,376.85,361.15
"51854","Tmem161b",568.8,479.18,476.04,465.94,347.61,337.55,314.98
"51855","Tmem163",581.37,555.59,511.13,531.52,500.8,607.73,557.4
"51856","Tmem164",1027.62,1207.39,1202.38,1000.91,1457.78,1116.51,1211.27
"51857","Tmem165",630.08,626.33,581.3,615.5,495.75,582.47,522.77
"51858","Tmem167",2583.18,2329.88,2329.89,2448.21,1566.36,1819.68,1621.07
"51859","Tmem167-ps1",0,0,0,0,0,0,0
"51860","Tmem167-ps2",0,0,0,0,0,0,0
"51861","Tmem167-ps3",0,0,0,0,0,0,0
"51862","Tmem167b",1110.89,1221.53,1238.63,1310.39,1519.22,1425.99,1324.23
"51863","Tmem168",333.11,349.95,348.55,338.24,350.98,305.97,417.22
"51864","Tmem169",447.81,559.36,440.95,444.08,634.62,765.63,646.45
"51865","Tmem17",182.27,151.87,156.73,139.21,153.18,118.6,114.61
"51866","Tmem170",97.42,104.7,100.59,90.89,56.39,74.39,50.3
"51867","Tmem170b",1784.97,1880.88,1912.34,1923.6,2115.97,2108.81,2008.61
"51868","Tmem171",4.71,0,0,0,0,0,0
"51869","Tmem174",0,7.55,0,1.15,0,0.7,0.82
"51870","Tmem175",520.09,507.48,526.33,516.56,682.6,632.99,624.19
"51871","Tmem176a",348.82,286.75,341.53,254.26,323.2,299.65,235
"51872","Tmem176b",747.93,682.93,731.02,636.21,626.21,655.45,704.17
"51873","Tmem177",204.27,137.72,140.36,164.52,161.6,211.93,204.49
"51874","Tmem178",1143.89,1202.67,1074.89,1125.17,1585.72,1546.69,1723.32
"51875","Tmem178b",3249.4,3625.93,4341.65,3798.87,7611.27,7291.35,6199.82
"51876","Tmem179",2064.66,1995.96,1947.43,1855.72,3503.05,2996.54,3424.37
"51877","Tmem179b",106.85,96.21,94.74,65.58,91.74,81.4,73.39
"51878","Tmem18",1393.72,1232.85,1233.96,1073.39,855.14,1023.88,847.64
"51879","Tmem181a",1129.75,1069.67,946.23,928.43,1600.02,1582.48,1451.21
"51880","Tmem181b-ps",848.49,867.81,931.02,823.74,79.96,202.81,103.07
"51881","Tmem181c-ps",0,5.66,3.51,1.15,0,0.7,1.65
"51882","Tmem182",6.29,12.26,4.68,16.11,3.37,2.81,0
"51883","Tmem183a",2446.48,2401.57,2421.13,2448.21,2037.69,1717.22,1922.86
"51884","Tmem184a",1.57,2.83,0,0,3.37,0.7,0
"51885","Tmem184b",655.22,688.59,823.42,855.95,1178.34,1187.39,1179.11
"51886","Tmem184c",1965.67,1953.51,1824.62,1899.44,1835.69,1592.31,1535.32
"51887","Tmem185a",604.94,632.93,672.53,600.55,887.97,920.02,981.22
"51888","Tmem185b",180.7,192.43,187.14,203.63,302.16,282.81,282
"51889","Tmem186",298.54,302.79,308.78,269.21,281.96,326.32,357.86
"51890","Tmem189",611.23,669.72,638.62,658.07,765.08,764.93,806.41
"51891","Tmem19",774.64,735.75,754.41,713.3,1044.52,1061.07,967.2
"51892","Tmem190",0,0,0,0,0,0,0
"51893","Tmem191c",1250.74,1109.29,1094.77,1057.29,1185.08,857.56,1013.38
"51894","Tmem192",320.54,278.26,266.67,232.4,259.24,183.16,247.37
"51895","Tmem196",1414.15,1149.85,1364.95,1213.75,991.49,1167.74,1310.22
"51896","Tmem198",945.91,887.62,957.92,888.17,1549.52,1537.57,1593.86
"51897","Tmem198b",213.69,213.18,212.87,204.78,199.48,217.55,217.68
"51898","Tmem199",1132.89,898.94,753.24,701.79,572.34,630.89,591.21
"51899","Tmem200a",410.1,426.36,381.3,376.21,459.55,531.94,435.36
"51900","Tmem200b",6.29,29.24,23.39,20.71,18.52,32.28,99.77
"51901","Tmem200c",171.27,166.96,229.25,226.64,404,346.67,389.19
"51902","Tmem201",971.05,1035.71,1035.12,1021.62,1700.18,1397.92,1521.3
"51903","Tmem202",42.42,39.62,37.43,21.86,17.68,17.54,26.39
"51904","Tmem203",130.42,128.28,101.76,115.05,168.33,126.32,144.3
"51905","Tmem204",130.42,88.67,123.98,125.4,174.23,129.83,183.88
"51906","Tmem205",520.09,401.83,438.61,411.87,473.86,392.99,468.35
"51907","Tmem207",0,0,0,0,0,0,0
"51908","Tmem208",1055.9,863.09,928.68,781.17,420.84,458.96,534.31
"51909","Tmem209",392.82,360.33,426.91,347.44,559.71,548.78,535.96
"51910","Tmem210",0,0,0,0,0,0,0
"51911","Tmem211",1.57,0,0,0,0,0,0
"51912","Tmem212",6.29,2.83,5.85,12.66,0,78.6,54.42
"51913","Tmem213",0,0,1.17,0,0,0,0
"51914","Tmem214",809.21,730.09,665.52,714.45,1038.63,1003.53,995.24
"51915","Tmem215",251.4,128.28,266.67,108.14,260.08,195.09,178.93
"51916","Tmem216",122.56,124.51,107.61,103.54,92.58,94.04,96.47
"51917","Tmem217",7.86,1.89,0,0,0.84,0,5.77
"51918","Tmem218",851.63,744.24,692.42,613.2,552.14,458.25,430.42
"51919","Tmem219",436.82,306.56,341.53,360.1,238.19,232.99,278.7
"51920","Tmem220",4.71,9.43,21.05,16.11,10.1,16.14,8.25
"51921","Tmem221",0,1.89,4.68,2.3,2.53,2.81,0.82
"51922","Tmem222",1392.15,1362.08,1245.65,1201.1,1887.03,1475.81,1617.77
"51923","Tmem223",1065.33,816.87,977.81,930.74,771.82,517.9,582.14
"51924","Tmem225",0,0,0,0,0,0,0
"51925","Tmem229a",2606.75,2685.49,2834,2780.7,1750.68,1589.5,1865.14
"51926","Tmem229b",1448.72,1477.16,1520.51,1595.71,2291.88,2193.02,2238.66
"51927","Tmem229b-ps",0,0,1.17,0,0,0,0.82
"51928","Tmem230",337.82,333.92,262,316.38,341.72,348.78,354.56
"51929","Tmem231",130.42,158.47,133.34,149.56,218.84,240.71,208.61
"51930","Tmem232",64.42,80.18,97.08,59.82,111.94,158.6,103.89
"51931","Tmem233",0,0,0,0,0,0,0
"51932","Tmem234",2229.64,2247.81,2035.15,2051.3,1742.27,1596.52,1753
"51933","Tmem235",0,0,0,0,0,0,0
"51934","Tmem236",1.57,3.77,0,1.15,5.89,7.02,4.12
"51935","Tmem237",307.97,365.05,396.5,304.88,438.51,529.83,446.91
"51936","Tmem238",26.71,24.53,32.75,35.66,53.87,39.3,30.51
"51937","Tmem238l",0,0,0,0,0,1.4,0
"51938","Tmem239",0,0,0,0,0,0,0
"51939","Tmem240",743.21,676.32,719.32,670.73,823.16,873.7,1026.57
"51940","Tmem241",185.41,183.94,196.5,161.07,185.17,169.13,189.65
