"","gene","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4","STR-M-XDP1","STR-M-XDP2","STR-M-XDP3","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"43719","Nptxr",13723.52,4752.79,5799.13,6489.61,7683.97,10103.23,6469.72,7860.3,0,0.07,0.86765,0.97491
"43720","Npvf",0,0,0,0,1.12,1.33,1.17,0.5,0.01,2.93,0.28346,NA
"43721","Npw",3.97,0,0,0,0,0,0,0.6,0,-2.17,0.56115,NA
"43722","Npy",2773.15,1951.16,1726.36,1493.28,1741.1,1326.92,1912.84,1846.4,-0.04,-0.26,0.22807,0.70486
"43723","Npy1r",746.13,257.72,931.67,528.39,441.17,524.1,608.36,576.8,-0.02,-0.23,0.4864,0.85451
"43724","Npy2r",205.01,426.48,638.89,796.94,681.4,562.77,568.59,554.3,0.01,0.23,0.63431,0.9123
"43725","Npy4r",3.18,0,2.09,0.79,0,12,0,2.6,0.01,1.39,0.4362,NA
"43726","Npy5r",135.08,123.87,269.78,146.55,168.39,172.03,225.8,177.4,0.02,0.17,0.56268,0.88787
"43727","Npy6r",0.79,0,3.14,0,0,0,1.17,0.7,0,-1.15,0.66745,NA
"43728","Nqo1",131.9,167.1,138.02,157.65,152.67,189.37,181.34,159.7,0.04,0.23,0.20734,0.68451
"43729","Nqo2",425.11,312.58,314.74,334.3,317.69,420.08,307.69,347.5,0,0,0.98001,0.99635
"43730","Nr0b1",0.79,1.66,0,6.34,4.49,1.33,0,2.1,0,-0.19,0.90764,NA
"43731","Nr0b2",0,0,2.09,0,0,4,0,0.9,0.01,1.49,0.61322,NA
"43732","Nr1d1",1472.39,1224.57,1508.86,1282.55,1761.31,1598.97,1568.88,1488.2,0.1,0.26,0.02762,0.31175
"43733","Nr1d2",2293.21,2587.97,2667.43,2555.6,2759.27,2808.53,2785.61,2636.8,0.05,0.14,0.12463,0.57749
"43734","Nr1h2",892.33,730.75,678.62,720.89,620.78,700.13,682.07,717.9,-0.05,-0.18,0.18121,0.66006
"43735","Nr1h2-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43736","Nr1h3",82.64,47.39,44.96,49.12,35.92,45.34,51.48,51,-0.03,-0.35,0.29776,0.76005
"43737","Nr1h4",3.97,0.83,5.23,3.17,3.37,6.67,5.85,4.2,0.02,0.69,0.45534,NA
"43738","Nr1h5",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"43739","Nr1i2",0,1.66,0,0,0,0,1.17,0.4,0,-0.01,0.99794,NA
"43740","Nr1i3",15.1,10.81,12.55,4.75,13.47,20,9.36,12.3,0.02,0.4,0.50008,0.8607
"43741","Nr2c1",250.3,269.35,300.1,244.79,244.72,309.39,238.67,265.3,0,-0.01,0.94736,0.9905
"43742","Nr2c2",4188.33,4329.63,4219.17,4042.54,4228.71,3584.67,4113.48,4100.9,-0.02,-0.08,0.41603,0.82507
"43743","Nr2c2ap",501.39,384.91,367.02,393.72,369.32,384.07,343.96,392.1,-0.04,-0.17,0.26261,0.73508
"43744","Nr2e1",754.07,615.19,485.18,508.59,459.13,390.74,528.81,534.5,-0.08,-0.36,0.05596,0.42402
"43745","Nr2e3",3.97,2.49,1.05,0,1.12,0,0,1.2,-0.01,-2.13,0.30216,NA
"43746","Nr2f1",677.79,523.75,350.29,722.48,584.86,1017.52,353.32,604.3,0.02,0.2,0.54758,0.8819
"43747","Nr2f2",342.47,809.73,383.75,965.68,871.11,1752.33,200.06,760.7,0.02,0.59,0.4507,0.84042
"43748","Nr2f6",471.99,524.58,518.64,493.53,471.48,496.09,549.87,503.7,0,0.01,0.9261,0.98823
"43749","Nr3c1",2792.22,2918.84,2800.23,3052.3,3061.24,2925.88,2825.38,2910.9,0.01,0.02,0.78821,0.95354
"43750","Nr3c2",1209.38,1201.29,1692.9,1024.3,1391.98,1069.53,1311.49,1271.6,0,-0.03,0.88542,0.98021
"43751","Nr4a1",1554.24,1065.78,1535,1112.23,2596.5,2124.4,2544.6,1790.4,0.81,0.88,2.39475672196045e-07,5e-05
"43752","Nr4a2",816.05,74.82,117.11,167.15,367.08,129.36,163.79,262.2,-0.01,-0.42,0.66018,0.91843
"43753","Nr4a3",906.64,263.54,464.27,373.12,893.56,885.5,1337.23,732,0.12,1.05,0.02719,0.30942
"43754","Nr5a1",0,3.33,5.23,1.58,0,6.67,0,2.4,0,-0.2,0.90554,NA
"43755","Nr5a1os",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43756","Nr5a2",1.59,5.82,6.27,1.58,5.61,8,2.34,4.5,0.01,0.49,0.60532,NA
"43757","Nr6a1",80.25,90.62,76.33,69.71,90.93,68.01,69.03,77.8,-0.01,-0.06,0.809,0.96084
"43758","Nr6a1os",3.97,2.49,4.18,3.96,1.12,4,2.34,3.2,-0.01,-0.58,0.57684,NA
"43759","Nradd",40.52,31.59,28.23,33.27,35.92,20,33.93,31.9,-0.01,-0.15,0.66918,0.92145
"43760","Nrap",25.43,15.8,8.37,7.92,15.72,33.34,12.87,17.1,0.02,0.5,0.39556,0.81608
"43761","Nrarp",940.01,1020.89,1046.69,1138.38,898.05,977.52,959.34,997.3,-0.04,-0.13,0.22431,0.7018
"43762","Nras",3396.91,3283.8,2772,3034.08,2545.98,2407.12,2759.87,2885.7,-0.14,-0.28,0.01166,0.19703
"43763","Nras-ps2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43764","Nrbf2",202.62,168.76,199.72,232.11,221.15,226.71,183.68,205,0.01,0.07,0.70489,0.93358
"43765","Nrbp1",1764.01,1744.99,2065.14,1997.9,2063.28,2159.07,1930.39,1960.7,0.03,0.12,0.28522,0.75105
"43766","Nrbp2",1617.8,1797.36,983.95,1292.85,1146.14,1634.97,1089.21,1366,-0.02,-0.14,0.51804,0.86794
"43767","Nrcam",8113.65,5999.8,7745.08,7114.65,7287.7,6637.25,6745.82,7092,-0.02,-0.07,0.56491,0.88891
"43768","Nrd1",4104.1,4401.13,3990.17,4231.08,3958.17,3863.39,3863.11,4058.7,-0.04,-0.1,0.19857,0.67632
"43769","Nrde2",380.61,463.89,436.03,426.99,345.75,285.39,347.47,383.7,-0.18,-0.39,0.00634,0.13761
"43770","Nrep",5670.26,4627.25,4443.98,4784.03,3904.29,5244.99,3994.14,4667,-0.03,-0.16,0.27869,0.74568
"43771","Nrf1",452.92,516.26,432.9,436.5,466.99,477.42,483.18,466.6,0.01,0.05,0.68707,0.9265
"43772","Nrg1",287.64,275.17,298.01,378.67,403,321.39,343.96,329.7,0.04,0.2,0.23056,0.70605
"43773","Nrg2",95.35,133.01,130.71,126.75,139.2,148.03,119.33,127.5,0.02,0.16,0.43651,0.83501
"43774","Nrg3",1048.87,527.07,724.63,735.15,849.78,893.5,601.34,768.6,0.01,0.04,0.85537,0.9728
"43775","Nrg3os",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43776","Nrg4",11.12,8.31,4.18,13.47,8.98,16,10.53,10.4,0.01,0.33,0.59613,NA
"43777","Nrgn",24089.86,14365.6,8117.32,10132.1,17972.3,12078.27,13682.34,14348.3,0,0.04,0.92157,0.98753
"43778","Nrip1",1135.48,958.54,1001.73,960.93,1341.47,1073.54,1190.99,1094.7,0.09,0.25,0.04801,0.39706
"43779","Nrip2",228.84,363.3,326.24,397.68,360.34,421.41,250.37,335.5,0.01,0.06,0.78647,0.95354
"43780","Nrip3",3328.58,1612.8,2368.38,2583.33,2627.93,3264.61,2105.88,2555.9,0.01,0.11,0.63757,0.91245
"43781","Nrk",0.79,2.49,14.64,0.79,3.37,18.67,7.02,6.8,0.02,1.08,0.32593,NA
"43782","Nrl",5.56,15.8,3.14,19.8,17.96,18.67,17.55,14.1,0.03,0.69,0.28508,0.75094
"43783","Nrm",108.86,135.51,98.29,95.85,102.15,134.69,91.25,109.5,0,-0.01,0.97037,0.99353
"43784","Nrn1",2093.77,423.98,441.26,457.89,605.06,1593.63,485.52,871.6,0,0.07,0.93443,0.98879
"43785","Nrn1l",1.59,1.66,3.14,2.38,3.37,4,2.34,2.6,0.01,0.57,0.59026,NA
"43786","Nron",0,0,0,0,0,0,1.17,0.2,0,1.45,0.70428,NA
"43787","Nrp1",658.72,653.44,994.41,748.62,802.64,724.14,668.03,750,-0.01,-0.06,0.72701,0.94026
"43788","Nrp2",2105.69,1870.52,4434.57,2959.62,2966.94,3579.34,3188.06,3015,0.02,0.19,0.45514,0.84215
"43789","Nrros",168.45,124.7,119.2,148.93,129.1,154.7,127.52,138.9,-0.01,-0.04,0.84728,0.97127
"43790","Nrsn1",8837.53,7047.29,6336.6,7409.34,7151.87,7002.65,8260.88,7435.2,0,0.01,0.9275,0.98828
"43791","Nrsn2",2367.91,3897.33,5599.42,6155.31,5782.34,6090.48,6128.1,5145.8,0.06,0.41,0.11329,0.56165
"43792","Nrtn",38.14,63.18,30.32,39.61,40.41,58.68,38.61,44.1,0.01,0.09,0.79685,0.95606
"43793","Nrxn1",10632.53,8470.55,10224.29,10223.2,10452.22,11118.09,10205.31,10189.5,0.03,0.1,0.36154,0.79582
"43794","Nrxn2",11561.42,9351.77,12838.4,13494.94,12918.5,13353.18,11639.64,12165.4,0.02,0.1,0.49039,0.85729
"43795","Nrxn3",5357.19,6805.37,8583.68,8050.22,9676.53,7496.08,9070.47,7862.8,0.06,0.28,0.10457,0.54272
"43796","Nsa2",933.65,806.4,814.56,833.38,667.93,730.8,795.55,797.5,-0.07,-0.21,0.07124,0.47056
"43797","Nsa2-ps1",10.33,5.82,4.18,8.71,4.49,5.33,7.02,6.6,-0.01,-0.39,0.60053,NA
"43798","Nsa2-ps2",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"43799","Nsd1",4062.78,4795.18,5078.69,4680.25,5528.64,5134.3,5220.23,4928.6,0.07,0.19,0.07841,0.48797
"43800","Nsd2",3344.47,3776.79,3363.83,3667.04,3600.07,3559.34,3299.2,3515.8,-0.01,-0.02,0.81834,0.96331
"43801","Nsd3",1696.47,1835.6,1949.08,1994.73,2168.8,2169.74,1895.29,1958.5,0.05,0.15,0.15489,0.62521
"43802","Nsdhl",1011.52,868.75,900.3,1158.18,634.25,585.44,632.93,827.3,-0.59,-0.67,8.29318409120602e-07,0.00012
"43803","Nsf",18850.27,12704.58,20678.63,18804.98,20560.94,21784.1,18807.81,18884.5,0.04,0.2,0.22919,0.70486
"43804","Nsfl1c",1713.16,1629.43,1773.41,1867.98,1759.06,1795,1739.69,1754,0,0.02,0.86855,0.97545
"43805","Nsg1",11686.96,13071.2,18973.19,15957.85,16703.8,16456.43,16906.67,15679.4,0.03,0.16,0.32532,0.77699
"43806","Nsg2",26566.62,26891.44,31197.8,27524.6,27758.83,26232.93,31776.49,28278.4,0.01,0.03,0.79996,0.95735
"43807","Nsl1",47.68,39.9,40.78,27.73,13.47,16,23.4,29.9,-0.3,-1.15,0.00406,0.10588
"43808","Nsmaf",692.89,741.56,561.51,635.34,569.14,490.76,558.06,607,-0.1,-0.29,0.03862,0.36162
"43809","Nsmce1",433.85,440.61,408.85,427.78,354.73,298.72,437.55,400.3,-0.06,-0.23,0.12988,0.58585
"43810","Nsmce2",627.73,595.24,580.33,606.82,589.35,725.47,545.19,610,0.01,0.04,0.76675,0.95061
"43811","Nsmce3",567.34,634.31,660.85,739.11,689.26,664.12,616.55,653.1,0,0.01,0.91478,0.98692
"43812","Nsmce4a",653.95,596.07,590.79,556.12,521.99,562.77,575.61,579.6,-0.03,-0.12,0.31968,0.77145
"43813","Nsmf",19447.81,8096.45,6411.88,5676.83,7085.64,7453.4,7937.98,8872.9,-0.02,-0.4,0.41323,0.82417
"43814","Nsrp1",483.12,454.74,576.15,546.61,486.07,528.1,483.18,508.3,-0.01,-0.05,0.7346,0.94081
"43815","Nsun2",1624.95,1384.19,1606.11,1689.74,1580.57,1602.97,1662.47,1593,0.01,0.04,0.73901,0.94251
"43816","Nsun3",403.66,408.19,406.76,386.59,437.8,456.09,401.29,414.3,0.03,0.1,0.3697,0.8017
"43817","Nsun4",295.59,305.1,277.1,317.67,359.22,317.39,348.64,317.2,0.05,0.19,0.13936,0.60231
"43818","Nsun5",166.07,162.11,96.2,121.2,150.42,152.03,122.84,138.7,0.01,0.05,0.82963,0.96667
"43819","Nsun6",154.95,162.11,154.76,156.06,143.69,149.36,122.84,149.1,-0.03,-0.18,0.28291,0.74918
"43820","Nsun7",107.27,187.05,125.48,115.66,122.36,117.36,102.95,125.4,-0.03,-0.23,0.35086,0.78976
"43821","Nt5c",695.27,650.94,609.61,622.66,527.61,598.78,501.9,601,-0.09,-0.25,0.03729,0.35634
"43822","Nt5c1a",69.92,80.64,61.69,103.78,63.99,100.02,84.24,80.6,0.01,0.06,0.83098,0.96708
"43823","Nt5c1b",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43824","Nt5c2",1880.82,1999.38,2067.24,2119.11,2044.19,2136.4,2166.71,2059.1,0.02,0.07,0.43928,0.83584
"43825","Nt5c3",1179.98,901.18,1028.91,1058.36,947.45,888.17,985.08,998.4,-0.04,-0.15,0.23403,0.70852
"43826","Nt5c3b",979.74,837.99,806.19,869.03,772.33,780.15,906.7,850.3,-0.02,-0.09,0.45611,0.84215
"43827","Nt5dc1",70.72,90.62,54.37,58.62,51.64,74.68,42.12,63.3,-0.03,-0.3,0.33427,0.78283
"43828","Nt5dc2",244.74,276.01,220.63,256.67,235.74,276.05,260.89,253,0.01,0.04,0.77858,0.95201
"43829","Nt5dc3",2139.06,1574.56,2441.58,2011.37,2296.77,2705.84,1860.19,2147.1,0.03,0.16,0.35561,0.79239
"43830","Nt5e",274.93,363.3,416.17,340.64,400.76,304.06,408.31,358.3,0.01,0.09,0.61357,0.90671
"43831","Nt5el",3.97,0,0,1.58,0,1.33,1.17,1.2,0,-0.78,0.70972,NA
"43832","Nt5m",1014.7,823.03,854.29,950.63,927.24,958.85,887.98,916.7,0,0.02,0.85724,0.97299
"43833","Ntan1",1185.54,1130.63,1183.67,1261.16,1096.75,1062.87,1198.01,1159.8,-0.02,-0.09,0.37341,0.80454
"43834","Ntf3",33.37,54.87,54.37,15.05,25.82,14.67,10.53,29.8,-0.12,-1.2,0.02476,0.29522
"43835","Ntf5",0,3.33,1.05,1.58,0,5.33,0,1.6,0,0.22,0.90773,NA
"43836","Nthl1",79.46,64.01,52.28,44.36,61.74,68.01,54.99,60.7,0,0.03,0.91089,0.98562
"43837","Ntm",7961.88,4865.85,5450.94,5344.9,5022.36,5487.7,5488.15,5660.3,-0.03,-0.15,0.38922,0.81233
"43838","Ntmt1",742.16,592.75,598.11,594.93,616.29,605.45,637.61,626.8,-0.01,-0.03,0.82484,0.96497
"43839","Ntn1",1244.34,876.24,2464.58,1517.04,1308.91,1346.92,1805.2,1509,0,-0.04,0.8985,0.98346
"43840","Ntn3",297.18,334.2,408.85,381.84,386.16,366.74,358,361.9,0.01,0.06,0.68997,0.92768
"43841","Ntn4",414.78,361.63,383.75,305.78,336.77,306.72,320.56,347.1,-0.04,-0.19,0.2111,0.6878
"43842","Ntn5",4.77,0.83,5.23,0,1.12,5.33,4.68,3.1,0.01,0.47,0.71407,NA
"43843","Ntng1",351.21,650.11,775.87,652.76,771.2,1919.03,542.85,809,0.05,0.83,0.12536,0.57757
"43844","Ntng2",711.96,116.39,189.26,178.24,162.77,105.35,156.77,231.5,-0.05,-1.08,0.12667,0.57982
"43845","Ntpcr",502.19,425.65,482.04,472.14,462.5,470.76,466.8,468.9,0,-0.01,0.9206,0.98726
"43846","Ntrk1",248.71,192.04,576.15,609.99,617.41,472.09,773.32,498.5,0.04,0.61,0.2255,0.70311
"43847","Ntrk2",23126.01,24677.57,23469.45,24818.49,22460.32,21969.46,23700.46,23460.3,-0.03,-0.08,0.29623,0.75914
"43848","Ntrk3",2922.54,4444.36,4598.74,4380.01,5561.2,4414.16,4898.5,4459.9,0.06,0.28,0.10261,0.54037
"43849","Nts",524.44,730.75,1967.9,1277.8,1177.57,1008.19,1475.28,1166,0.01,0.12,0.81547,0.96306
"43850","Ntsr1",344.86,112.23,193.44,316.88,242.47,248.05,159.11,231,-0.01,-0.16,0.63958,0.91245
"43851","Ntsr2",2950.35,3181.55,2523.14,3362.84,1687.22,1820.34,2133.95,2522.8,-0.6,-0.68,9.38915816457781e-07,0.00013
"43852","Nuak1",1733.82,1198.8,1272.55,1212.84,1302.18,1210.89,1116.11,1292.5,-0.03,-0.16,0.30077,0.76218
"43853","Nuak2",29.4,28.27,32.41,32.48,46.03,50.68,22.23,34.5,0.03,0.37,0.31346,0.76866
"43854","Nub1",2659.52,2634.52,2963.35,2889.91,3011.85,2657.83,3272.3,2869.9,0.03,0.1,0.37293,0.80452
"43855","Nubp1",360.75,294.3,295.92,330.34,212.17,249.38,231.65,282.1,-0.26,-0.47,0.00166,0.05921
"43856","Nubp2",690.51,601.89,593.93,629.79,610.68,552.1,613.04,613.1,-0.02,-0.09,0.44998,0.84042
"43857","Nubpl",182.76,197.86,203.9,186.96,170.63,189.37,214.1,192.2,0,-0.01,0.94851,0.99057
"43858","Nucb1",2001.59,1920.4,2371.52,2416.18,2252.99,2484.47,2109.39,2222.4,0.01,0.07,0.59173,0.8997
"43859","Nucb2",512.52,621.01,537.46,571.96,669.05,501.43,629.42,577.6,0.02,0.1,0.49147,0.85763
"43860","Nucks1",6014.32,5934.95,6457.89,6042.82,7229.33,5839.76,7041.81,6365.8,0.04,0.13,0.20901,0.68649
"43861","Nudc",1913.39,1957.81,2167.62,2335.37,2089.1,2149.74,2191.28,2114.9,0.01,0.03,0.75095,0.94646
"43862","Nudc-ps1",17.48,19.12,17.78,13.47,22.45,17.34,24.57,18.9,0.02,0.35,0.41167,0.82366
"43863","Nudcd1",463.25,478.02,472.63,529.97,505.16,513.43,478.5,491.6,0.01,0.04,0.7464,0.94468
"43864","Nudcd2",646.01,571.96,551.05,594.93,473.72,506.76,551.04,556.5,-0.07,-0.21,0.08007,0.49226
"43865","Nudcd3",4107.28,3327.86,4405.29,4044.92,4284.84,3994.08,4030.41,4027.8,0.01,0.05,0.68933,0.92757
"43866","Nudt1",130.31,123.04,110.84,129.92,134.71,105.35,134.54,124.1,0,0.02,0.93079,0.98853
"43867","Nudt10",665.08,595.24,677.58,659.89,713.95,668.13,687.92,666.8,0.02,0.09,0.40889,0.82204
"43868","Nudt11",1334.13,1608.65,1787,1776.88,1810.7,1783,1868.38,1709.8,0.04,0.16,0.20425,0.68146
"43869","Nudt12",174.81,209.5,203.9,209.93,182.98,286.72,186.02,207.7,0.02,0.13,0.52749,0.87358
"43870","Nudt12os",0,2.49,0,0.79,0,0,0,0.5,0,-1.9,0.58275,NA
"43871","Nudt13",272.55,241.09,182.99,231.32,236.86,176.03,216.44,222.5,-0.02,-0.15,0.4465,0.83831
"43872","Nudt14",164.48,171.26,155.8,141.8,152.67,148.03,138.05,153.2,-0.02,-0.11,0.49954,0.86052
"43873","Nudt15",65.16,57.36,76.33,69.71,61.74,46.68,51.48,61.2,-0.04,-0.33,0.20537,0.68188
"43874","Nudt16",401.27,393.23,387.93,365.2,427.7,396.07,434.04,400.8,0.03,0.12,0.32102,0.77245
"43875","Nudt16l1",1483.52,1621.12,1532.91,1477.43,1305.55,1262.9,1571.22,1464.9,-0.04,-0.15,0.1966,0.67528
"43876","Nudt16l2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43877","Nudt17",90.58,69,63.78,100.61,71.84,106.69,65.52,81.1,0,0,0.99168,0.9979
"43878","Nudt18",989.28,828.02,834.42,1002.91,1061.95,997.52,859.9,939.1,0.02,0.09,0.4976,0.85951
"43879","Nudt19",2061.19,1634.42,1866.47,1848.18,1622.11,1696.32,2219.36,1849.7,0,-0.01,0.97192,0.99366
"43880","Nudt2",413.19,425.65,432.9,435.7,328.91,338.73,353.32,389.8,-0.18,-0.33,0.00493,0.11818
"43881","Nudt21",1532.78,1426.58,1555.92,1494.86,1563.74,1437.6,1681.19,1527.5,0.01,0.06,0.57383,0.89432
"43882","Nudt22",133.49,91.45,88.88,121.2,114.5,148.03,92.42,112.9,0.01,0.11,0.64591,0.91482
"43883","Nudt3",7429.5,5709.66,5805.41,5912.11,5743.05,5742.41,6631.17,6139,-0.01,-0.04,0.74768,0.9452
"43884","Nudt4",5778.32,4989.72,4095.78,4378.43,3163.39,3555.34,3419.71,4197.2,-0.35,-0.51,0.00022,0.01251
"43885","Nudt5",485.5,477.19,465.31,489.57,434.43,468.09,439.89,465.7,-0.03,-0.1,0.35783,0.79357
"43886","Nudt6",77.08,64.01,48.1,47.53,57.25,57.34,63.18,59.2,0,0,0.99493,0.99815
"43887","Nudt7",142.23,170.43,143.25,152.1,143.69,186.7,127.52,152.3,0,0,0.99408,0.9979
"43888","Nudt8",8.74,9.14,8.37,15.84,10.1,13.34,3.51,9.9,-0.01,-0.24,0.7076,NA
"43889","Nudt9",1108.47,1036.68,1036.23,1135.21,1113.59,1162.89,1231.94,1117.9,0.04,0.12,0.23793,0.71192
"43890","Nuf2",203.42,236.93,133.84,171.9,85.32,90.68,148.58,153,-0.28,-0.79,0.00369,0.1013
"43891","Nufip1",326.58,376.6,384.8,346.98,379.43,376.07,390.76,368.7,0.02,0.09,0.46364,0.84505
"43892","Nufip2",1201.43,1291.08,1439.85,1378.41,1737.73,1600.3,1544.31,1456.2,0.16,0.29,0.00654,0.13962
"43893","Nuggc",0,1.66,0,0,1.12,1.33,0,0.6,0,0.91,0.74428,NA
"43894","Numa1",1622.57,1960.31,1875.88,1849.76,1993.68,1807.01,1742.03,1835.9,0,0.02,0.88091,0.97844
"43895","Numb",859.76,733.24,689.08,635.34,633.13,765.48,603.68,702.8,-0.03,-0.13,0.39017,0.8129
"43896","Numbl",2201.83,1794.87,1921.89,1937.69,2164.31,1891.02,1892.95,1972.1,0,0.01,0.90315,0.98414
"43897","Nup107",427.49,374.1,381.66,415.9,387.29,338.73,369.7,385,-0.03,-0.13,0.30888,0.76644
"43898","Nup133",814.46,785.62,856.38,860.32,884.58,800.15,823.63,832.2,0,0.01,0.89837,0.98346
"43899","Nup153",1292.81,1497.25,1486.9,1440.2,1669.26,1494.95,1689.38,1510.1,0.06,0.18,0.08706,0.50679
"43900","Nup155",654.75,626.83,628.43,673.36,748.75,677.46,734.72,677.8,0.05,0.16,0.12736,0.58137
"43901","Nup160",334.53,367.45,365.97,345.39,356.98,393.41,325.24,355.6,0,0.02,0.8759,0.97754
"43902","Nup188",616.61,596.9,585.56,601.27,602.82,546.77,645.8,599.4,0,0,0.97711,0.99521
"43903","Nup205",615.81,756.52,686.99,610.78,681.4,601.45,622.4,653.6,-0.02,-0.07,0.5815,0.89598
"43904","Nup210",900.28,915.31,859.52,834.17,936.22,989.52,1069.32,929.2,0.07,0.19,0.07022,0.46759
"43905","Nup210l",11.12,13.3,9.41,9.51,8.98,4,8.19,9.2,-0.03,-0.61,0.32933,NA
"43906","Nup214",920.94,956.88,1096.88,1040.14,1132.67,1053.53,992.1,1027.6,0.02,0.08,0.48542,0.8537
"43907","Nup35",134.29,157.96,101.43,130.71,122.36,106.69,171.98,132.2,0,0.03,0.90872,0.98465
"43908","Nup37",121.57,109.74,104.56,107.74,83.07,78.68,97.1,100.4,-0.07,-0.36,0.0737,0.47584
"43909","Nup43",106.48,78.98,80.51,118.04,76.33,90.68,88.91,91.4,-0.02,-0.18,0.46536,0.84601
"43910","Nup50",1271.36,1339.29,1550.69,1663.6,1585.06,1808.34,1557.18,1539.4,0.05,0.18,0.17251,0.64973
"43911","Nup54",306.72,338.36,330.42,394.51,433.31,425.41,362.68,370.2,0.07,0.25,0.09017,0.51281
"43912","Nup62",709.58,708.3,822.92,743.87,804.88,744.14,719.51,750.5,0,0.02,0.85416,0.97251
"43913","Nup62cl",22.25,36.58,23,40.4,40.41,37.34,15.21,30.7,0,0.01,0.97419,0.99468
"43914","Nup85",688.12,640.97,657.71,583.05,533.22,606.78,555.72,609.4,-0.06,-0.19,0.11579,0.56478
"43915","Nup88",1291.22,1239.53,1341.56,1368.11,1356.06,1241.57,1248.32,1298.1,-0.01,-0.03,0.74576,0.9445
"43916","Nup93",657.13,732.41,750.77,694.75,798.15,705.47,761.62,728.6,0.02,0.09,0.3978,0.81735
"43917","Nup98",764.4,952.72,1135.57,1098.77,1268.5,1197.56,1231.94,1092.8,0.1,0.32,0.03563,0.34874
"43918","Nupl1",0,0,0,0,0,2.67,0,0.4,0.01,2.47,0.5108,NA
"43919","Nupl2",209.77,177.08,201.81,211.51,176.24,185.37,156.77,188.4,-0.04,-0.21,0.18974,0.66677
"43920","Nupr1",146.21,56.53,159.98,57.83,22.45,76.01,38.61,79.7,-0.17,-1.21,0.01243,0.20461
"43921","Nupr1l",17.48,16.63,8.37,12.68,16.84,10.67,26.91,15.7,0.02,0.39,0.45286,0.84155
"43922","Nus1",3725.87,3613.85,3681.71,3628.23,3620.28,3658.02,4010.52,3705.5,0.01,0.04,0.63271,0.91203
"43923","Nusap1",167.66,109.74,105.61,75.26,51.64,42.67,84.24,91,-0.26,-0.94,0.00536,0.12418
"43924","Nutf2",312.28,320.9,396.3,415.11,317.69,390.74,441.06,370.6,0.01,0.09,0.62558,0.91002
"43925","Nutf2-ps1",7.15,23.28,12.55,8.71,10.1,12,22.23,13.7,0.01,0.2,0.74586,0.9445
"43926","Nutf2-ps2",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"43927","Nutm1",2.38,3.33,1.05,0,0,0,3.51,1.5,0,-0.52,0.78512,NA
"43928","Nutm2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43929","Nvl",992.45,1033.36,786.32,880.12,849.78,900.17,919.57,908.8,-0.01,-0.05,0.67616,0.9237
"43930","Nwd1",3832.35,3914.79,2821.14,2947.73,2135.12,2223.08,2985.66,2980,-0.18,-0.47,0.00714,0.14561
"43931","Nwd2",685.74,236.1,352.38,388.96,510.77,377.4,308.86,408.6,-0.01,-0.06,0.84903,0.97181
"43932","Nxf1",1133.1,1151.41,925.39,838.14,896.93,1081.54,940.62,995.3,-0.01,-0.06,0.70401,0.93349
"43933","Nxf2",1.59,1.66,1.05,3.17,6.74,8,3.51,3.7,0.05,1.68,0.08518,NA
"43934","Nxf3",2.38,0,6.27,1.58,2.25,0,0,1.8,-0.01,-1.71,0.36237,NA
"43935","Nxf7",3.18,3.33,5.23,3.17,5.61,0,7.02,3.9,0,0.21,0.83531,NA
"43936","Nxn",513.31,608.54,620.07,476.9,499.54,537.43,491.37,535.3,-0.03,-0.12,0.38499,0.80915
"43937","Nxnl1",3.18,2.49,4.18,6.34,2.25,4,0,3.2,-0.02,-0.99,0.38537,NA
"43938","Nxnl2",0,2.49,2.09,3.96,2.25,6.67,2.34,2.8,0.01,0.8,0.50884,NA
"43939","Nxpe1-ps",1.59,0,2.09,0,2.25,0,0,0.8,0,-0.25,0.92207,NA
"43940","Nxpe2",7.15,2.49,5.23,5.55,1.12,5.33,1.17,4,-0.02,-1.05,0.30453,NA
"43941","Nxpe3",440.21,330.87,488.32,498.29,505.16,530.77,485.52,468.4,0.04,0.21,0.21336,0.6907
"43942","Nxpe4",526.02,643.46,514.46,640.88,484.95,512.1,444.57,538.1,-0.09,-0.28,0.04995,0.40314
"43943","Nxpe5",0.79,0.83,2.09,3.96,2.25,1.33,0,1.6,-0.01,-0.68,0.65855,NA
"43944","Nxph1",1466.83,1215.42,1591.47,1181.15,1471.69,1760.33,1126.64,1401.9,0.01,0.09,0.60616,0.90457
"43945","Nxph2",162.89,54.04,90.97,108.53,96.54,74.68,107.63,99.3,-0.01,-0.16,0.63787,0.91245
"43946","Nxph3",1579.66,123.04,112.93,183,221.15,190.7,146.24,365.2,-0.03,-1.43,NA,NA
